ad_10m_wt_10m	ad_10m_ad_3m	ad_10m_wt_3m	wt_10m_ad_3m	wt_10m_wt_3m	ad_3m_wt_3m
2700081O15Rik	-0.29896873532583	-0.319933771615183	-0.364942207395637	-0.0209650362893534	-0.0659734720698073	-0.0450084357804539
2700097O09Rik	-0.23524234667197	-0.485615685362491	-0.414478597650249	-0.250373338690521	-0.179236250978278	0.0711370877122428
2810004N23Rik	-0.180264351200196	-0.106878404562728	-0.160770598456213	0.073385946637468	0.019493752743983	-0.053892193893485
2810006K23Rik	-0.0391509507408323	-0.0853963598263645	-0.257274021778924	-0.0462454090855322	-0.218123071038092	-0.17187766195256
2810021J22Rik	-0.217724875464194	0.0236472567321759	-0.0678166656898703	0.24137213219637	0.149908209774324	-0.0914639224220462
2810459M11Rik	0.434693388593794	0.543486393989306	0.419732450959418	0.108793005395512	-0.0149609376343759	-0.123753943029888
2900026A02Rik	-0.109797667489514	-0.227825319808312	-0.233188901436594	-0.118027652318798	-0.12339123394708	-0.00536358162828227
3110001I22Rik	-0.353257859220659	-0.337399759942471	-0.565373133386462	0.0158580992781877	-0.212115274165803	-0.22797337344399
3110009E18Rik	0.0761372157415603	-0.0948120702925575	-0.10227597155609	-0.170949286034118	-0.178413187297651	-0.00746390126353288
3110021N24Rik	-0.308985885810983	-0.198598889548731	-0.206895372161816	0.110386996262252	0.102090513649166	-0.0082964826130858
3110040N11Rik	0.0556631467489479	0.0857362253174551	0.0780906077149395	0.0300730785685072	0.0224274609659916	-0.00764561760251557
3110082I17Rik	0.377662411584907	0.254151026343985	0.295370600840879	-0.123511385240922	-0.0822918107440282	0.041219574496894
3110082J24Rik	0.24669205524649	0.358554180808702	0.0993772766867663	0.111862125562212	-0.147314778559723	-0.259176904121936
3300002I08Rik	0.182143094852612	-0.0287887847777551	0.106490509974464	-0.210931879630367	-0.075652584878148	0.135279294752219
3830406C13Rik	0.170713212861875	0.044737091359564	0.145529389305748	-0.125976121502311	-0.0251838235561267	0.100792297946184
4430402I18Rik	-0.160512051285145	-0.113656861704172	-0.232173367376536	0.0468551895809736	-0.0716613160913908	-0.118516505672364
4833420G17Rik	-0.133895104770916	-0.158764849923706	-0.0638271041276861	-0.0248697451527904	0.0700680006432298	0.0949377457960202
4833439L19Rik	0.0339799253350757	-0.0526245537533084	0.0714380750006791	-0.0866044790883841	0.0374581496656034	0.124062628753988
4921507P07Rik	-0.135115240017576	-0.033541715462295	-0.397793830541218	0.101573524555281	-0.262678590523641	-0.364252115078923
4921524J17Rik	-0.294360237655792	-0.232326204639537	-0.408978387435886	0.0620340330162552	-0.114618149780093	-0.176652182796348
4921539E11Rik	-0.236499650064567	-0.249473094637883	0.881404629865475	-0.0129734445733165	1.11790427993004	1.13087772450336
4930402H24Rik	0.0484682281916208	0.0234463716440758	-0.0146975588014273	-0.0250218565475451	-0.0631657869930482	-0.0381439304455031
4930404H24Rik	-0.152156683975994	-0.145063488550515	0.563737582909426	0.00709319542547926	0.71589426688542	0.708801071459941
4930404N11Rik	-0.184317193333666	0.176053955366339	-0.0445872939536572	0.360371148700005	0.139729899380009	-0.220641249319996
4930415O20Rik	-0.671561067126245	-0.49330465304431	-1.21772459355972	0.178256414081935	-0.546163526433479	-0.724419940515413
4930430F08Rik	-0.15287082162742	-0.0313089874499252	-0.119058326750148	0.121561834177495	0.0338124948772714	-0.0877493393002232
4930432K21Rik	-0.0846160043378189	-0.0388992928601035	-0.173396852253275	0.0457167114777154	-0.0887808479154558	-0.134497559393171
4930447A16Rik	-0.00415269192042352	-0.588187084397563	-0.453612895279191	-0.584034392477139	-0.449460203358768	0.134574189118371
4930447C04Rik	-0.165804719820026	-0.101264335317221	0.0956274627747992	0.0645403845028046	0.261432182594825	0.19689179809202
4930452B06Rik	-0.077641386276896	-0.0205021196842617	-0.14412314895312	0.0571392665926343	-0.0664817626762238	-0.123621029268858
4930453N24Rik	-0.115917687414201	-0.0715449144284419	-0.0932291932643174	0.0443727729857589	0.0226884941498834	-0.0216842788358755
4930455H04Rik	-0.296639794373746	-0.0980286345602959	-0.240999461161661	0.19861115981345	0.0556403332120853	-0.142970826601365
4930467E23Rik	0.0957848115029559	0.169867631026719	0.80765298373757	0.0740828195237635	0.711868172234615	0.637785352710851
4930503L19Rik	-0.0461664531073142	0.0663317651728013	-0.0536163249882069	0.112498218280115	-0.00744987188089274	-0.119948090161008
4930505A04Rik	-0.237559475558123	-0.78425486071724	-0.387933792771328	-0.546695385159117	-0.150374317213205	0.396321067945911
4930522L14Rik	-0.288221263342121	-0.0444039418547453	-0.11210969047851	0.243817321487376	0.176111572863612	-0.0677057486237645
4930548H24Rik	-0.307856519865512	-0.503594286237082	0.0186390830141782	-0.19573776637157	0.32649560287969	0.52223336925126
4930556J24Rik	-0.357665980869299	-0.138523601930163	-0.41787523526453	0.219142378939136	-0.0602092543952313	-0.279351633334367
4930563E22Rik	-0.171574517148016	-0.171345013168034	-0.333427488588385	0.000229503979982532	-0.161852971440369	-0.162082475420351
4930563M21Rik	0.0453098755867289	-0.209923719413378	-0.150032539920077	-0.255233595000107	-0.195342415506806	0.0598911794933006
4930578G10Rik	0.392287020843089	0.185748246672329	0.347837229216304	-0.20653877417076	-0.044449791626785	0.162088982543975
4930579G24Rik	-0.297477541943532	0.10497863318529	-0.127075608394935	0.402456175128821	0.170401933548597	-0.232054241580224
4930590J08Rik	-0.448051898218011	-0.357550074108989	-0.578335728708704	0.0905018241090221	-0.130283830490693	-0.220785654599715
4930595D18Rik	-0.172269534088312	-0.0523639256315516	-0.120873824562258	0.11990560845676	0.0513957095260534	-0.0685098989307069
4931406C07Rik	0.162332805578253	0.0274664229760541	0.112495615524658	-0.134866382602199	-0.0498371900535948	0.0850291925486043
4931406P16Rik	0.047858898554058	-0.0201419076491316	-0.0542964634425392	-0.0680008062031896	-0.102155361996597	-0.0341545557934076
4931414P19Rik	-0.0437040735185388	-0.0174265163172904	0.0654170109831663	0.0262775572012484	0.109121084501705	0.0828435273004567
4931422A03Rik	-0.201151695345188	-0.0465565116728355	-0.100926377183783	0.154595183672352	0.100225318161405	-0.0543698655109472
4931428F04Rik	0.0906615493599681	-0.0313790952249758	-0.00723883867069508	-0.122040644584944	-0.0979003880306632	0.0241402565542807
4932438A13Rik	-0.0175468280134748	-0.138683314727141	-0.0827165226605278	-0.121136486713666	-0.065169694647053	0.0559667920666133
4932438H23Rik	0.00280258327989916	-0.0049326111483086	-0.290513739153604	-0.00773519442820776	-0.293316322433503	-0.285581128005295
4933402D24Rik	-0.0962004528386406	-0.17304598126392	-0.0595953635066908	-0.0768455284252796	0.0366050893319498	0.113450617757229
4933405L10Rik	-0.624891000299208	-0.558078769315712	-0.577336832075415	0.0668122309834953	0.0475541682237921	-0.0192580627597032
4933405O20Rik	-0.231894419236049	-0.510788408466675	0.00749618773641125	-0.278893989230626	0.239390606972461	0.518284596203086
4933407L21Rik	-0.423407093449355	-0.0676961363423733	-0.489425578094383	0.355710957106982	-0.0660184846450273	-0.421729441752009
4933417A18Rik	0.631690392857493	-1.02391432289796	0.140921342213937	-1.65560471575546	-0.490769050643556	1.1648356651119
4933424G06Rik	-0.411005365235797	-0.494533137626185	-0.381327552862274	-0.0835277723903874	0.0296778123735228	0.11320558476391
4933428G20Rik	0.311231696185275	0.00453998483592867	0.0336071482132042	-0.306691711349346	-0.277624547972071	0.0290671633772755
4933434E20Rik	-0.00531859968527528	0.0588040929004257	0.0768575386235886	0.064122692585701	0.0821761383088639	0.0180534457231629
5031439G07Rik	0.0818320954131036	0.222268472254787	0.233280534965627	0.140436376841683	0.151448439552523	0.01101206271084
5330417C22Rik	-0.403731052411118	-0.376078249865495	-0.424284704658792	0.0276528025456227	-0.0205536522476746	-0.0482064547932974
5430403G16Rik	-0.0190235197782323	0.0135420941176487	0.0808685102926819	0.0325656138958809	0.0998920300709141	0.0673264161750332
5430427O19Rik	1.83986818552273	1.6657141201354	1.65904534136085	-0.17415406538733	-0.180822844161878	-0.00666877877454852
5530401A14Rik	-0.270697323220151	-0.838232048114013	-0.219049373141658	-0.567534724893862	0.0516479500784932	0.619182674972355
5730409E04Rik	-0.0594138543111906	-0.00239284137273341	0.0770601111117899	0.0570210129384572	0.136473965422981	0.0794529524845233
5730455P16Rik	-0.109625863105324	-0.0268540956823698	-0.0292685006704553	0.0827717674229541	0.0803573624348686	-0.00241440498808543
5730480H06Rik	-0.416192497354207	-0.333416076825632	-0.47090278901744	0.0827764205285749	-0.0547102916632325	-0.137486712191807
5730507C01Rik	0.0367291705836649	-0.0456550348760066	0.81048174016665	-0.0823842054596715	0.773752569582985	0.856136775042656
5730522E02Rik	-0.144148283794761	-0.396042284722721	-0.270535009650373	-0.25189400092796	-0.126386725855612	0.125507275072348
6030458C11Rik	0.0480727266359729	0.0494842595944294	0.0999596476708441	0.00141153295845652	0.0518869210348712	0.0504753880764146
6330403K07Rik	-0.0627772818507975	0.0726482974235092	-0.0328793660370758	0.135425579274307	0.0298979158137217	-0.105527663460585
6330409D20Rik	-0.475524836121144	-0.258240368754653	-0.662237817133259	0.21728446736649	-0.186712981012115	-0.403997448378605
6430548M08Rik	-0.185126288270995	-0.0106478401487484	-0.258551826425383	0.174478448122247	-0.0734255381543876	-0.247903986276634
6430550D23Rik	-0.235807687284543	-0.287895282312228	-0.296275846215347	-0.0520875950276846	-0.060468158930804	-0.00838056390311945
6430571L13Rik	-0.278712414056025	-0.0885572742676762	-0.24255129020936	0.190155139788349	0.0361611238466654	-0.153994015941684
6720489N17Rik	-0.41676393331861	-0.0126099906380721	-0.303512884085452	0.404153942680538	0.113251049233158	-0.29090289344738
6820408C15Rik	-0.188288803191391	-0.111300340732888	-0.48878473008956	0.0769884624585037	-0.300495926898168	-0.377484389356672
8030462N17Rik	-0.170722172358143	-0.0637345989249718	-0.058468778386221	0.106987573433171	0.112253393971922	0.00526582053875083
9030025P20Rik	-0.302981509808472	-0.20032551905133	-0.483050602249233	0.102655990757142	-0.180069092440762	-0.282725083197904
9030624G23Rik	-0.661719040795176	-0.154703948545122	-0.405758131798922	0.507015092250054	0.255960908996254	-0.2510541832538
9130019O22Rik	-0.074488595093104	0.186116060120521	-0.389780178219166	0.260604655213625	-0.315291583126062	-0.575896238339688
9130023H24Rik	0.0850119320793189	0.411533190553917	0.302968717943706	0.326521258474598	0.217956785864387	-0.108564472610211
9130401M01Rik	-0.316855862153734	0.110966496266491	-0.0286028101672158	0.427822358420225	0.288253051986518	-0.139569306433706
9330159F19Rik	-0.220616668796927	-0.290913581472135	-0.254467421797285	-0.0702969126752089	-0.0338507530003583	0.0364461596748506
9330182L06Rik	-0.00929678041631109	-0.1526217961818	-0.0953813472646529	-0.143325015765489	-0.0860845668483418	0.0572404489171472
9430015G10Rik	-0.204802847811346	-0.284723171422515	-0.307850435217464	-0.0799203236111697	-0.103047587406118	-0.0231272637949484
9430069I07Rik	0.0929280213275258	-0.045425493896128	-0.111664779944086	-0.138353515223654	-0.204592801271612	-0.0662392860479582
9530068E07Rik	0.174097270454156	0.11172530850329	0.0649170029584943	-0.062371961950866	-0.109180267495662	-0.0468083055447959
9530077C05Rik	-0.0334896459771431	-0.237800004951643	0.0261774249941595	-0.204310358974499	0.0596670709713027	0.263977429945802
9630041A04Rik	0.198034400191253	0.244239893877208	0.245239439532216	0.0462054936859556	0.047205039340963	0.000999545655007483
9930021J03Rik	-0.153754153477888	-0.260604061677934	-0.21334133215525	-0.106849908200046	-0.0595871786773623	0.0472627295226842
9930022D16Rik	0.546900347643925	0.179413925089909	0.442168096507253	-0.367486422554016	-0.104732251136672	0.262754171417344
9930104L06Rik	-0.0916084117235336	-0.00990419146185509	-0.171702237822616	0.0817042202616785	-0.0800938260990828	-0.161798046360761
9930111J21Rik1	0.22700793526406	0.0890151006071809	0.129245619613899	-0.137992834656879	-0.0977623156501613	0.0402305190067179
9930111J21Rik2	0.475029731202598	0.513528890492579	0.505967161323167	0.0384991592899813	0.0309374301205699	-0.00756172916941134
A130010J15Rik	0.111557686779797	0.137345104943074	-0.0495053228128096	0.0257874181632766	-0.161063009592607	-0.186850427755884
A1cf	0.120509004119223	-0.132945774521576	0.191080687556764	-0.253454778640799	0.0705716834375416	0.32402646207834
A2m	1.312860712398	1.26705952791141	0.984547637200176	-0.0458011844865867	-0.328313075197822	-0.282511890711235
A2ml1	-0.175077883832883	-0.0556222931762441	-0.345109928309654	0.119455590656639	-0.170032044476771	-0.28948763513341
A330070K13Rik	-0.324711215689269	-0.14623017306778	-0.179192082287751	0.178481042621489	0.145519133401518	-0.0329619092199708
A430005L14Rik	-0.16031742307342	-0.360366815778059	-0.161202066931767	-0.200049392704639	-0.000884643858347356	0.199164748846291
A430033K04Rik	-0.289774050618359	-0.220646664874883	-0.266953489057157	0.0691273857434758	0.0228205615612023	-0.0463068241822735
A4galt	-0.0626225302517047	0.125662529167878	-0.0386312977536711	0.188285059419582	0.0239912324980336	-0.164293826921549
A4gnt	-1.08109462958081	-0.0446161044591463	-0.0198367533457995	1.03647852512166	1.06125787623501	0.0247793511133469
A530016L24Rik	-0.227038539813448	-0.135181233604196	-0.36377679111101	0.0918573062092526	-0.136738251297562	-0.228595557506815
A530084C06Rik	-0.522947313993477	-0.146737215436094	-0.495264535877348	0.376210098557382	0.0276827781161291	-0.348527320441253
