Gene	Direction
Acly	Upreg
Adamtsl3	Upreg
Adamtsl4	Upreg
Adap2	Upreg
Add3	Upreg
Adgre1	Upreg
Adipor1	Upreg
Ahcy	Upreg
Aim2	Upreg
Akap13	Upreg
Akna	Upreg
Alb	Upreg
Aldh1l2	Upreg
Amz1	Upreg
Ang	Upreg
Anxa2	Upreg
Anxa3	Upreg
Anxa5	Upreg
Apbb1ip	Upreg
Apobec1	Upreg
Apoe	Upreg
Aqp4	Upreg
Arap1	Upreg
Arg1	Upreg
Arhgap30	Upreg
Arhgap45	Upreg
Arhgdib	Upreg
Arpc1b	Upreg
Arrdc1	Upreg
Arsb	Upreg
Asb10	Upreg
Aspg	Upreg
Atp6v0d2	Upreg
Atraid	Upreg
Axl	Upreg
B2m	Upreg
B3gnt7	Upreg
B4galt1	Upreg
Bach1	Upreg
Baiap2l2	Upreg
Bcl2a1a	Upreg
Bcl2a1d	Upreg
Bcl3	Upreg
Bin2	Upreg
Blnk	Upreg
Bmp2k	Upreg
Bst2	Upreg
Btk	Upreg
C1qa	Upreg
C1qb	Upreg
C1qc	Upreg
C3ar1	Upreg
C4b	Upreg
Capg	Upreg
Capns1	Upreg
Capza1	Upreg
Cat	Upreg
Ccl3	Upreg
Ccl4	Upreg
Ccl6	Upreg
Ccn2	Upreg
Cd109	Upreg
Cd14	Upreg
Cd151	Upreg
Cd180	Upreg
Cd200r4	Upreg
Cd209c	Upreg
Cd22	Upreg
Cd274	Upreg
Cd300c2	Upreg
Cd33	Upreg
Cd37	Upreg
Cd3d	Upreg
Cd44	Upreg
Cd48	Upreg
Cd52	Upreg
Cd53	Upreg
Cd63	Upreg
Cd68	Upreg
Cd81	Upreg
Cd82	Upreg
Cd84	Upreg
Cd86	Upreg
Cd9	Upreg
Cdkn2a	Upreg
Cdrt4	Upreg
Cebpa	Upreg
Cebpe	Upreg
Cela1	Upreg
Ces3a	Upreg
Cfh	Upreg
Cflar	Upreg
Ch25h	Upreg
Chad	Upreg
Chil1	Upreg
Cldn8	Upreg
Clec2d	Upreg
Clec5a	Upreg
Clec7a	Upreg
Clic1	Upreg
Clu	Upreg
Cmklr1	Upreg
Cnn3	Upreg
Coa6	Upreg
Col27a1	Upreg
Cotl1	Upreg
Cps1	Upreg
Creg1	Upreg
Csf1	Upreg
Csf1r	Upreg
Csf2rb	Upreg
Csf3r	Upreg
Cst3	Upreg
Cst7	Upreg
Ctdsp1	Upreg
Ctsa	Upreg
Ctsb	Upreg
Ctsc	Upreg
Ctsd	Upreg
Ctse	Upreg
Ctsh	Upreg
Ctsl	Upreg
Ctso	Upreg
Ctss	Upreg
Ctsz	Upreg
Cttnbp2nl	Upreg
Cx3cr1	Upreg
Cxcl10	Upreg
Cxcl5	Upreg
Cxcr4	Upreg
Cyba	Upreg
Cybb	Upreg
Cybrd1	Upreg
Cyfip1	Upreg
Cyp2e1	Upreg
Cyp7b1	Upreg
Cyth4	Upreg
Dbi	Upreg
Dcstamp	Upreg
Ddah1	Upreg
Ddr1	Upreg
Ddx31	Upreg
Ddx60	Upreg
Defa2	Upreg
Defa21	Upreg
Defa22	Upreg
Defa26	Upreg
Defa29	Upreg
Defa32	Upreg
Defa38	Upreg
Dhcr24	Upreg
Dhrs1	Upreg
Dmbt1	Upreg
Dnm2	Upreg
Dock2	Upreg
Dock8	Upreg
Dpp7	Upreg
Dpy19l4	Upreg
Edem1	Upreg
Eef1a1	Upreg
Ehd4	Upreg
Eif2ak2	Upreg
Elf1	Upreg
Elf4	Upreg
Elk3	Upreg
Enpp6	Upreg
Entpd1	Upreg
Epb41l2	Upreg
Ephx1	Upreg
Erbb3	Upreg
Erbin	Upreg
Eya4	Upreg
F11r	Upreg
F830016B08Rik	Upreg
Fabp1	Upreg
Fabp6	Upreg
Fabp7	Upreg
Fads2	Upreg
Fasn	Upreg
Fcer1g	Upreg
Fcgr1	Upreg
Fcgr2b	Upreg
Fcgr3	Upreg
Fes	Upreg
Fgf2	Upreg
Fgfrl1	Upreg
Fli1	Upreg
Flnc	Upreg
Fnip2	Upreg
Frrs1	Upreg
Fth1	Upreg
Ftl1	Upreg
Fxyd1	Upreg
Fxyd3	Upreg
Fyb	Upreg
Gab2	Upreg
Gal3st1	Upreg
Galnt15	Upreg
Galnt6	Upreg
Gas2l3	Upreg
Gcnt1	Upreg
Gfap	Upreg
Gfm2	Upreg
Gfra1	Upreg
Ggta1	Upreg
Gimap3	Upreg
Ginm1	Upreg
Gjb1	Upreg
Glb1	Upreg
Gldn	Upreg
Glipr2	Upreg
Gltp	Upreg
Gm10521	Upreg
Gm10974	Upreg
Gm2a	Upreg
Gm5431	Upreg
Gmip	Upreg
Gna12	Upreg
Gna13	Upreg
Gnai2	Upreg
Gng12	Upreg
Gngt2	Upreg
Gns	Upreg
Golim4	Upreg
Golm1	Upreg
Gon4l	Upreg
Gpam	Upreg
Gpnmb	Upreg
Gpr137b	Upreg
Gpr183	Upreg
Gpr34	Upreg
Gpr65	Upreg
Gpr84	Upreg
Gpx1	Upreg
Grn	Upreg
Gsap	Upreg
Gsn	Upreg
Gsta1	Upreg
Gusb	Upreg
H1f2	Upreg
H2-D1	Upreg
H2-K1	Upreg
H2-Ob	Upreg
H2ac10	Upreg
H3c2	Upreg
Havcr2	Upreg
Hcar2	Upreg
Hck	Upreg
Hcls1	Upreg
Hexa	Upreg
Hexb	Upreg
Hhex	Upreg
Hif1a	Upreg
Hk2	Upreg
Hlx	Upreg
Hmgcs1	Upreg
Hmox1	Upreg
Hoga1	Upreg
Hpgd	Upreg
Hpgds	Upreg
Hpse	Upreg
Hpx	Upreg
Hsd17b2	Upreg
Hvcn1	Upreg
Icam1	Upreg
Idh1	Upreg
Idi1	Upreg
Ifi204	Upreg
Ifi207	Upreg
Ifi27	Upreg
Ifi27l2a	Upreg
Ifit3	Upreg
Ifitm3	Upreg
Ifngr1	Upreg
Igf1	Upreg
Igfbp5	Upreg
Ikzf1	Upreg
Il10rb	Upreg
Il13ra1	Upreg
Il4ra	Upreg
Il6st	Upreg
Inpp5d	Upreg
Insig1	Upreg
Irf8	Upreg
Irgm1	Upreg
Itga5	Upreg
Itga6	Upreg
Itgam	Upreg
Itgax	Upreg
Itgb1	Upreg
Itgb2	Upreg
Itgb5	Upreg
Itpkb	Upreg
Jak3	Upreg
Kcnj2	Upreg
Kcnk6	Upreg
Kdelr2	Upreg
Klhl6	Upreg
Klk6	Upreg
Lacc1	Upreg
Lactb2	Upreg
Lag3	Upreg
Lair1	Upreg
Lamp1	Upreg
Lamp2	Upreg
Lap3	Upreg
Laptm5	Upreg
Lat2	Upreg
Lbh	Upreg
Lcat	Upreg
Lcp1	Upreg
Lcp2	Upreg
Ldlr	Upreg
Ldlrap1	Upreg
Lgals3bp	Upreg
Lgals9	Upreg
Lgi4	Upreg
Lgmn	Upreg
Lhfpl2	Upreg
Lilrb4a	Upreg
Lipa	Upreg
Lix1	Upreg
Lpcat2	Upreg
Lpl	Upreg
Lpxn	Upreg
Lrmp	Upreg
Lsp1	Upreg
Lss	Upreg
Ltbr	Upreg
Ltc4s	Upreg
Ly6e	Upreg
Ly86	Upreg
Ly9	Upreg
Lyn	Upreg
Lypd8	Upreg
Lyz1	Upreg
Lyz2	Upreg
Mafb	Upreg
Mamdc2	Upreg
Man2b1	Upreg
Man2b2	Upreg
Map3k1	Upreg
Mep1a	Upreg
Mettl7b	Upreg
Mfap3l	Upreg
Mfsd1	Upreg
Mgst1	Upreg
Mlc1	Upreg
Mlxipl	Upreg
Mob1a	Upreg
Mpeg1	Upreg
Mrc2	Upreg
Ms4a6d	Upreg
Msmo1	Upreg
Msn	Upreg
Msrb1	Upreg
Mt1	Upreg
Mt2	Upreg
Myh9	Upreg
Mylip	Upreg
Myo1e	Upreg
Myo1f	Upreg
Myo6	Upreg
Naaladl1	Upreg
Naglu	Upreg
Naip2	Upreg
Naip5	Upreg
Ncf1	Upreg
Ncf2	Upreg
Nckap1l	Upreg
Necap2	Upreg
Nfam1	Upreg
Nfatc1	Upreg
Nfe2l2	Upreg
Nipsnap3b	Upreg
Nkain1	Upreg
Nkg7	Upreg
Npc2	Upreg
Nrros	Upreg
Nsdhl	Upreg
Oas1g	Upreg
Oasl2	Upreg
Olfml3	Upreg
Olfr110	Upreg
Olfr111	Upreg
Opalin	Upreg
Osmr	Upreg
Otc	Upreg
P2rx7	Upreg
P2ry12	Upreg
P2ry13	Upreg
Pabpc1	Upreg
Pacc1	Upreg
Pag1	Upreg
Parp12	Upreg
Parp9	Upreg
Parvb	Upreg
Parvg	Upreg
Pbk	Upreg
Pbxip1	Upreg
Pdcd1	Upreg
Pdlim2	Upreg
Pdpn	Upreg
Pepd	Upreg
Pik3ap1	Upreg
Pik3cg	Upreg
Plau	Upreg
Plaur	Upreg
Plce1	Upreg
Plcg2	Upreg
Pld4	Upreg
Plek	Upreg
Plekha1	Upreg
Plet1	Upreg
Plin3	Upreg
Plxdc2	Upreg
Plxnb2	Upreg
Pmm2	Upreg
Pmp22	Upreg
Pnpla7	Upreg
Pnrc2	Upreg
Poglut3	Upreg
Pon3	Upreg
Pou5f2	Upreg
Ppp1r18	Upreg
Ppt1	Upreg
Prdx1	Upreg
Prdx6	Upreg
Prkd3	Upreg
Pros1	Upreg
Prss30	Upreg
Psg17	Upreg
Ptafr	Upreg
Ptgs1	Upreg
Ptpn6	Upreg
Ptprc	Upreg
Pttg1ip	Upreg
Pycard	Upreg
Rab31	Upreg
Rab32	Upreg
Rab3il1	Upreg
Rab7b	Upreg
Rack1	Upreg
Rasal3	Upreg
Rasgrp3	Upreg
Rbm47	Upreg
Rdh11	Upreg
Rdh7	Upreg
Reep3	Upreg
Renbp	Upreg
Rep15	Upreg
Rgs10	Upreg
Rhob	Upreg
Rhoc	Upreg
Rhog	Upreg
Rida	Upreg
Rin2	Upreg
Rnase4	Upreg
Rnf213	Upreg
Rpl10	Upreg
Rpl10a	Upreg
Rpl13	Upreg
Rpl18a	Upreg
Rpl22	Upreg
Rpl5	Upreg
Rpl7	Upreg
Rplp0	Upreg
Rps12	Upreg
Rps16	Upreg
Rps6ka1	Upreg
Rrbp1	Upreg
Rtp4	Upreg
Runx1	Upreg
S100a6	Upreg
S100a8	Upreg
S100b	Upreg
S1pr3	Upreg
Sall1	Upreg
Samsn1	Upreg
Sat1	Upreg
Sbno2	Upreg
Sc5d	Upreg
Scamp2	Upreg
Scrg1	Upreg
Sct	Upreg
Sectm1a	Upreg
Selenop	Upreg
Selplg	Upreg
Sema4d	Upreg
Septin2	Upreg
Serinc5	Upreg
Serp1	Upreg
Serpina3i	Upreg
Serpina3k	Upreg
Serpina3n	Upreg
Serpine2	Upreg
Serping1	Upreg
Sfrp1	Upreg
Sgpl1	Upreg
Sh3bp2	Upreg
Sh3glb1	Upreg
Shbg	Upreg
Siglecf	Upreg
Siglech	Upreg
Sirt2	Upreg
Skap2	Upreg
Slamf9	Upreg
Slc10a2	Upreg
Slc11a1	Upreg
Slc14a1	Upreg
Slc17a9	Upreg
Slc27a5	Upreg
Slc29a3	Upreg
Slc31a1	Upreg
Slc37a2	Upreg
Slc43a3	Upreg
Slc44a1	Upreg
Slc44a2	Upreg
Slc46a3	Upreg
Slc7a2	Upreg
Slco2b1	Upreg
Slfn8	Upreg
Smim8	Upreg
Snapin	Upreg
Snx18	Upreg
Sorbs3	Upreg
Sord	Upreg
Sowahc	Upreg
Sox9	Upreg
Sparc	Upreg
Spata13	Upreg
Spi1	Upreg
Spp1	Upreg
Sqle	Upreg
Srgn	Upreg
St14	Upreg
St3gal6	Upreg
St8sia6	Upreg
Stard4	Upreg
Stat1	Upreg
Stat3	Upreg
Steap4	Upreg
Sting1	Upreg
Ston2	Upreg
Stxbp3	Upreg
Sult1d1	Upreg
Syngr2	Upreg
Tagln2	Upreg
Tap1	Upreg
Tapbp	Upreg
Tbxas1	Upreg
Tcim	Upreg
Tcirg1	Upreg
Tcn2	Upreg
Tctn1	Upreg
Tec	Upreg
Tent5c	Upreg
Tep1	Upreg
Tfcp2l1	Upreg
Tfrc	Upreg
Tgfb1	Upreg
Tgfbr1	Upreg
Tgfbr2	Upreg
Tgif1	Upreg
Thbs1	Upreg
Thrsp	Upreg
Thy1	Upreg
Tifa	Upreg
Tifab	Upreg
Tjp2	Upreg
Tln1	Upreg
Tlr1	Upreg
Tlr13	Upreg
Tlr2	Upreg
Tlr7	Upreg
Tlr9	Upreg
Tmem119	Upreg
Tmem123	Upreg
Tmem176a	Upreg
Tmem176b	Upreg
Tmem219	Upreg
Tmem86a	Upreg
Tmigd1	Upreg
Tmsb4x	Upreg
Tnf	Upreg
Tnfrsf1a	Upreg
Tnfrsf1b	Upreg
Tnfsf8	Upreg
Tnni1	Upreg
Tnp2	Upreg
Tns3	Upreg
Tor3a	Upreg
Tor4a	Upreg
Tpp1	Upreg
Trem2	Upreg
Trf	Upreg
Trim30a	Upreg
Trim30d	Upreg
Trp53inp2	Upreg
Tsc22d4	Upreg
Tspan1	Upreg
Tyrobp	Upreg
Ucp2	Upreg
Unc93b1	Upreg
Upk3a	Upreg
Usp12	Upreg
Vamp8	Upreg
Vat1	Upreg
Vav1	Upreg
Vim	Upreg
Vsir	Upreg
Vwa5a	Upreg
Wasf2	Upreg
Wdfy4	Upreg
Xlr	Upreg
Xpnpep2	Upreg
Zc3hav1	Upreg
Zfp36l1	Upreg
Zfp984	Upreg
