A151	A152	A153	B157	B158	B159	C165	C166	C168	D174	D176	D177
A930004D18Rik	0.995658486179251	0.929417134654038	1.31176854648904	1.05677221203279	1.02691073671272	1.34457861317794	0.92834601026044	0.971702364982877	1.1587660915481	1.08514901366438	1.35824767920954	0.784523240585207
A930007A09Rik	0.738824136729307	0.656494852386857	0.795100037762535	0.824519637264736	0.639112855583939	1.00977319020491	0.706345147332775	0.702550587285465	0.752478878098946	0.782231900442956	0.734714844679283	0.752506600619229
A930033H14Rik	1.51241305225576	1.35030175880695	1.55092382687199	1.30155775635281	1.38044191699728	1.29926048314535	1.31389054404172	1.71950681221319	1.37015993835401	1.54200897364745	1.02141173069128	1.6309732254804
AA467197	1.09458373108053	1.52538801437573	1.43588063982231	1.31598316874186	2.7070184345234	2.66483023350774	0.65507590711992	1.48154422645837	1.49523145077973	1.4776765970813	1.5559026352519	1.67176519082457
AA986860	1.4150782224971	1.19898837055868	1.15272587919458	1.1709011278092	1.16806285548616	1.04576688860544	0.805428706451663	1.27016147337958	1.25617152768872	1.3482822319494	0.999916949761714	1.12761525529734
AB124611	0.683561629201835	0.506510405591828	0.711465058010603	0.573251270860278	1.00964285733358	0.476790627911333	0.629057969675819	0.865275583886571	0.543169907663912	0.341620572482914	1.01460333117033	0.589330765039309
AI182371	1.02636608386386	1.45941430542406	1.04783572142106	1.21599092117118	1.12085228910234	1.14023468456932	1.01541625906281	1.02768261482724	1.3600890199355	1.08010988424553	1.09138654369318	1.30178052439713
AI413582	2.44390705183253	2.22827329995185	2.36990219045154	2.26600981922282	2.41267219578309	2.14294496974614	2.13798728674969	2.12579148929636	2.41205570855511	2.72299832042918	2.10734776112114	2.09034865330106
AI429214	1.31214700746921	1.12686120146725	0.893889035082738	0.979228306906153	1.1261612343617	1.09711730779457	0.938272238701859	1.27897122947924	0.88446791485119	0.913942852694381	1.31224841886275	0.964596684791099
AI593442	6.38336111798509	6.45849988627879	6.25413685719533	6.46186595770784	6.19407285668708	6.67125480869924	6.36615371642425	6.75135081630906	6.26578417490812	6.55035287938248	6.57950873629293	6.01344268239879
AI597479	3.3400056068034	3.21141496551423	3.22822153401192	3.26319791086233	3.25133261240689	3.29469123995152	3.37089678114804	3.324811360126	3.16179720304044	3.32971497444581	3.11740531009771	3.37949624089169
AI837181	4.39744990641848	4.19640249474733	4.49265952300746	4.33541499878927	4.46978208847222	4.41800474099142	4.38928748947533	4.38245729297638	4.32903709710949	4.50967102116017	4.20406523289184	4.43273715845675
AI854703	2.7936877832808	2.7558084515484	2.58822784602074	2.36192325964261	2.67356660071598	2.97105930606921	2.52864837482961	2.37041060306322	2.51760155748337	2.63052542050194	2.87261643184483	2.47879174520394
AI987944	1.42573387581621	1.66111116350447	1.60785234501744	1.74395141818001	1.5634660331572	1.88061205441281	1.87259920784127	1.88435838408745	1.5569578773015	1.66327385301051	1.69306287986686	1.6089431625232
AK157302	0.69762844981053	0.588285154128815	0.46980698208626	0.959258443017111	0.417491141440797	0.673042062766064	0.866063840012708	0.589951244266762	0.633382881893633	0.667910676068584	0.476767779069062	0.838415429195678
AL845275.1	1.06475138354214	0.964479419736963	1.32262555125322	0.582545343984032	1.21277470459944	0.80844964289783	1.51495470652391	0.317584489453529	0.973461129728336	1.02939474990996	0.890054379712982	1.32355660652113
AU021092	1.57160546983676	0.532073943847893	1.49375017961998	1.16108500594786	1.17084771702373	1.22998093811177	0.80279586572487	0.486110872730156	1.20784874707522	0.741230460367362	1.3767987843166	1.31299603160449
AU022252	2.25096432131973	2.24962876665093	2.19760555822804	2.36871317352092	2.32952831495713	2.1749747844874	2.35462932359192	2.19640510229675	2.29474645254789	2.34274913537558	2.19619883662452	2.29073616044783
AU022751	1.16451984318515	0.983313422361387	1.05010397401846	0.952333919770351	0.276252645151872	0.479449844784117	0.778679776775643	0.587799091074458	1.15954514804021	0.527301871331311	1.05210929955132	0.986814882369568
AU040320	3.88593139029294	3.87026878109434	3.95861470752882	3.7523377859939	3.95514618884829	3.8810768144118	3.85330807344908	3.73449205629977	3.89161637918094	3.92893651445767	3.79895071476903	3.92431306441572
AU041133	2.39832023258408	1.9003109046233	2.27894277656157	2.42049556258374	2.11856071255941	2.59658334440747	1.88706060378946	2.74063315180248	2.11234188045577	2.44133459319058	2.36620277804266	1.81769504856481
AW146154	1.10819344414822	1.09342795334216	0.994662680605655	1.1245997999162	1.10659364180884	1.14930844511555	0.915746405593235	0.974670722028738	1.11721399930893	1.07759765125373	1.19202823618517	0.940734601856548
AW209491	2.34516080487163	2.44557643530487	2.59487580775662	2.53195076952265	2.46486572478188	2.41085769667024	2.53088078432286	2.52073053652337	2.56522210211369	2.45422311317474	2.52068819763727	2.45221101602846
AW549877	4.79168099758449	4.80210471905046	4.77828823906409	4.92957706810127	4.38612743637158	4.76053722166568	4.66839126083262	5.04966928779603	4.83633894274324	4.77645611527106	4.62940935895142	4.8072408279366
AW554918	2.2633133186911	2.40957079223429	2.11159318995115	2.44973242967894	2.00519423610309	2.34239480215247	2.44864162674493	2.53888823377666	2.21795414552443	2.22900051776671	2.21037099778274	2.40718745825314
AY074887	2.80198612122323	2.36602794744326	2.50651188229657	2.81902877958464	2.53685554798018	2.70528461395322	2.82596782122165	2.69956964065372	2.40380593379996	2.2492017794113	2.69216543932752	2.95026386366316
Aaas	2.22856120528772	2.24459870749783	2.47300128867362	2.3266397371198	2.40980701088497	2.0629746367801	2.5813830971651	2.21225700153149	2.38705938825079	2.3009071418504	2.43196661055338	2.28182470916707
Aacs	3.26247451202051	3.31612559612774	3.4065423670105	2.97446536654916	3.4415097946737	2.99273383932572	3.21275162000653	3.09711162526754	3.30478266229953	3.21875010916977	3.22139878017865	3.30583411817284
Aadac	1.26496907740425	1.47560420331527	1.6050406822206	1.5649836759636	0.859102975924732	1.03840291593435	1.03425109094543	1.00718719703744	1.88221495969368	0.998141361124439	1.5177684833747	1.39383544958005
Aadat	0.882155553778848	0.969543561092292	0.455023660501954	0.595611728711139	0.57473872617838	0.568036753914513	0.513636607678519	0.571819071085486	0.715803117145116	0.895077632877224	0.663167212503862	0.460359602287158
Aagab	2.93854060993647	2.94833229989499	3.08924466041515	2.82353725244595	3.00943803181668	2.99374074024024	3.12355534265034	2.84932640145839	2.93751202506929	3.0945078868921	2.86916448231627	3.00490739896055
Aak1	5.25359318296237	5.2799403342853	5.27624159156501	5.24979964218825	5.25212191695473	5.19813911792228	5.29870309179615	5.30489425042277	5.26214118545965	5.23630955976369	5.27820712549322	5.26681499677993
Aamdc	1.42789743339705	1.33756857807321	1.36290957507286	1.40567346800952	1.36063386224203	1.20653336905825	1.21342605939109	1.5371548561025	1.39123786822963	1.28602727626346	1.2680693192391	1.4648982241281
Aamp	3.54867718815165	3.54628376908008	3.6384311286598	3.51659150323153	3.95465369033662	3.76069683295491	3.71648361906161	3.52185601347543	3.53272673530092	3.73689528583886	3.51792832881375	3.71125464554507
Aar2	3.53136092557033	3.22316485506527	3.33547992274316	3.15294735190569	3.13651513204954	3.24755137863925	3.19272880961293	3.2478723023113	3.20279409745866	3.18003409345815	3.34768109161097	3.27785476983503
Aard	1.26022000444643	0.906366685988101	0.745018209094564	1.44583989612311	0.919558126067871	0.380458708687564	1.15594900805188	0.326090326490748	1.26077707040898	1.17189130291678	1.13053265649127	0.721336979620708
Aars	3.0962431646339	3.26647907759552	3.17802385655123	2.97797680388881	3.32757183932534	3.30032144122908	3.03390459264036	2.99248675779592	3.17200186837937	3.06761899341433	3.28059764975168	3.14917318215488
Aars2	1.88043726606469	1.99416001705867	1.99869730355341	2.06638318935283	2.44494073348972	1.99896253176323	2.18421270823593	1.9983153389382	2.0177481791408	2.01985082336833	2.11380838214082	2.07284530036162
Aarsd1	0.894707035444252	1.11248122863155	0.932387550613414	0.610532521032354	0.916783781573591	1.06655787508806	0.98384748327488	0.783971224863595	0.832883102799342	0.967146972969892	1.02512788449089	0.795720062147976
Aasdh	1.63619412173118	1.58247635313905	1.34180119145127	1.61022970454972	1.65781104038173	1.40824400934337	1.54528785889316	1.61498598682382	1.47442236216968	1.44053567608236	1.71179165584155	1.46630575435841
Aasdhppt	4.04537083341247	3.79108627126378	3.89136980151741	3.8928744794644	3.76271435933712	3.94461687314735	3.68465083459574	4.10802744098194	3.81331456799483	3.833831225677	3.78157189880627	3.96278242142078
Aass	1.66941721506427	1.71294904555502	1.9118527855592	1.57793673490688	1.35266332638924	1.4744450012647	1.7770912474747	1.52854329421376	1.78369061958445	1.34356068753086	1.85130270468984	1.77258523103819
Aatf	2.49733516668417	2.29028062739208	2.42244353226419	2.38775351856149	2.38193159845078	2.54763435438779	2.58874278106469	2.34222650242615	2.26980839500298	2.34362646272943	2.65179704739763	2.29799875961254
Aatk	5.24951872314217	5.17574419023901	5.08475195466928	5.12677180191649	5.28355844805042	5.26684182912797	5.29726964932742	5.09120800800612	5.05732611311391	5.18264774695262	5.20963305411187	5.21739518545396
Abat	5.26174434986353	5.0825343596837	5.08898994737219	5.37656497290447	5.04316289056834	5.42543862699559	5.19868949494123	5.22608030796346	5.12479234163408	5.22607196765273	5.00888461750568	5.35898029255914
Abca1	3.6996738221423	3.61731531089502	3.20437982020893	3.54983239813051	3.20311555715117	3.59528045630978	3.41146000530856	3.6596357966274	3.35440521969428	3.59195556472601	3.38987461764368	3.42348923222793
Abca2	5.58963338714086	5.38555651900654	5.30587454021767	5.4100397677165	5.28481368271679	5.47430044963067	5.56734519822776	5.42898331892096	5.24927883819144	5.40191929198426	5.42815317885362	5.4446547157362
Abca3	3.95206441603611	4.03810804071188	4.00583242964538	3.82810576062456	4.07275088750595	3.89024489828985	3.98161023293217	3.8831910176896	3.96625459163328	3.81056840423756	4.0318273044874	4.07041903280341
Abca5	3.75535143523606	3.68810274642828	3.68908969899229	3.79131473281435	3.59251714470504	3.62894301206689	3.56252163040372	3.89289871528365	3.73542656213108	3.66847879789291	3.75375884960165	3.61085539712672
Abca6	1.2348334110481	1.24194220820003	0.935788097391517	1.04646633715578	1.29089350667183	1.32798068272343	1.38089266180069	1.1969982100408	0.912775084651971	1.40815048689126	1.1013990340197	1.06942545029764
Abca7	2.38354028779422	2.44588544730276	2.31188705749746	2.22940991460305	2.43009825901688	2.3597013719569	2.47589571453625	2.15900535399764	2.30148986908769	2.23601362028861	2.34368902817822	2.54933960269891
Abca8a	1.95931967098887	1.53977034503839	1.5836959250445	2.06738803050936	1.7988707046059	2.33700523222251	1.8464867549238	1.66649756549711	1.61787100362635	1.97569812241956	1.67790821706429	1.87550009872149
Abca8b	3.08358731330442	3.06009789212711	2.98862264686616	2.97301170570835	2.95336601749027	2.84868625828585	2.83954944227157	3.00844308794899	3.06678570088831	3.04035062848243	2.77584413404587	3.12593462886386
Abca9	1.75010172894311	1.79946222787387	1.52916030024943	1.53175737725204	1.67276226729176	1.55911620652565	1.56187053276126	1.76361196539791	1.58334433525032	1.63089806753866	1.59822560737977	1.68140407513053
Abcb10	2.14291273168682	2.29974869538183	2.24738726935405	2.62631339084964	2.29046490082036	2.47185169358245	2.33459701596238	2.4194362413489	2.42061017271164	2.35985759480401	2.11837102003034	2.52024615084398
Abcb11	0.71210688747554	0.84061683709192	0.649458237591806	0.538551946744687	0.799026367110247	0.904474981669373	0.573754983602311	0.671506433494998	0.664660728472211	0.883747731665684	0.566209826824394	0.695316467807463
Abcb1a	3.19355843978419	3.04670194826476	2.93238419874488	3.16936490595482	3.23207836359235	3.16369447954753	2.84417056835282	3.36482847391217	3.00825309302345	3.11262065029358	3.05361010528729	3.06304057519063
Abcb1b	1.04960509853351	1.0070112388166	0.81413705501571	0.904977222787105	0.945108008525558	0.943332563203562	1.167181622088	1.03674483305259	0.766962496440088	0.776607619275974	1.3091348714887	0.809647729495566
Abcb4	1.04739160136221	1.03233387577964	0.881826148780008	0.97558856211073	1.02289369022108	1.0387143871617	1.04127384353016	0.967568551755299	0.914954699192943	0.997581696583075	1.08840169197472	0.916470920706133
Abcb6	1.67577065959749	1.93615849526328	1.72080414330613	1.5434353194336	1.7184266266127	1.77903650757837	1.78595673754205	1.69758988930782	1.70608189948737	1.7299124766807	1.65972380288674	1.82857280110773
Abcb7	3.50507425096017	3.53325353430783	3.59898216254283	3.80869218142657	3.51206885165644	3.85358778776026	3.55308006219494	3.91698872964349	3.59876311813157	3.63420179895819	3.4904835603671	3.69518186881668
Abcb8	2.79479224391456	2.97274596153546	2.84516677190042	2.9312678026014	2.87198146735727	2.99964467167614	3.04183894213066	2.56837249455007	2.96044251176461	2.99738237933018	2.73392655271687	3.03088479887364
Abcb9	2.99286253895102	2.67382576153844	2.70885825868313	2.94124511049231	2.99379253994728	2.84364260310393	2.91775315723395	2.62738312276877	2.7630775312398	3.0069514711402	2.90853388946558	2.67041952979457
Abcc1	1.89924139066861	1.88960906672461	1.82644687280881	1.80083689513492	1.77199384176231	1.73249321128289	1.86664231034705	1.70148893752744	1.86653064210032	1.84080372788273	1.73004934441751	1.94102854210198
Abcc10	1.48464388316417	1.4538268181505	1.49278669180863	1.42811264212308	1.62594681324541	1.46846218044072	1.67434172074051	1.46354631276894	1.40753439809689	1.59151399604826	1.50308505476041	1.44471728265275
Abcc2	1.06697607159698	1.04999695179753	0.899931144755841	0.82599763612516	0.532634110556806	0.406681809240516	0.340424556721245	0.592507231908538	1.20694024338418	0.895170710078486	0.654499560273551	0.81299417726575
Abcc3	1.097769113216	1.09608261298755	1.04361282362879	1.31905923965068	1.13835206052329	1.22218956106139	0.934945051719831	0.864528416734733	1.28072914046754	1.17537986722783	1.07500924920003	1.11935561700088
Abcc4	2.26610275656515	2.26139788046402	1.91697480378549	2.11553649454436	2.13205565186894	2.13207726650439	2.12483417248557	2.27591959377727	2.01127471656164	2.13531075400856	2.13715591217585	2.13030109723724
Abcc5	4.31024192914968	4.52146424705137	4.28520126449375	4.2697284789931	4.39042471467448	4.42349752859456	4.62779462444675	4.25660602636108	4.28832296138923	4.36685361066084	4.42822197613095	4.39694823224144
Abcc8	2.79283465820915	2.98206149281756	2.74307671133437	2.45871706894039	2.90065328106711	2.80390330040386	2.96245258977058	2.65744608521148	2.64705002939095	2.84368166346397	2.97864560187397	2.59274704715771
Abcc9	1.65721762351159	1.55933040031675	1.48710942749042	1.56247376459908	1.45883421737455	1.6626736740296	1.14490082944765	1.75926658516971	1.55946545148564	1.64285291047197	1.42551514141853	1.45962911929815
Abcd1	2.26412287091798	2.53636509590345	1.99472233797642	2.26552655199486	2.46347228369879	2.11556434210082	2.20471619053099	2.26033709050006	2.29434394688711	2.32232371959512	2.30730098262167	2.184750553666
Abcd2	3.8489178613802	3.80996182955025	3.51935145655157	3.81499220088527	3.49012933369112	4.07477788537561	3.84450538911039	3.94550627580399	3.54452854939297	3.92958770137714	3.80686598915485	3.52222099291343
Abcd3	3.24821885016644	3.35233293496077	3.25775805115552	3.33760073093683	3.36149702805153	3.21345598654275	3.37091634147426	3.44193084666952	3.29363182081885	3.27937755509613	3.2433342360517	3.39354727684537
Abcd4	1.26883442219135	1.22284598276921	1.29324544933585	1.11239429654912	1.22521576232778	1.14643842994502	1.33260067182024	1.14650374486719	1.19324003950165	1.21835022535164	1.16519436312216	1.31809088053066
Abce1	4.29319095620713	4.20009181164429	4.24884127022828	4.39487542889085	4.18158291255818	4.25022967444793	4.22370272338103	4.38207361354014	4.28130998036698	4.26466409135274	4.19722702817444	4.30585025295148
Abcf1	3.53879247422404	3.55397092015059	3.55569400138061	3.57560150786396	3.79303888925615	3.53383876549786	3.72823987979371	3.41438291638907	3.57187124589671	3.64758490536461	3.57783324799803	3.5993147080327
Abcf2	4.19148015820389	4.05643310882604	4.08961518124389	3.89107510871967	4.26606404339309	4.21808777018579	3.99003706962742	3.77461317756468	4.03993652132847	4.29977902785978	3.89380177892021	4.11510095476139
Abcf3	3.26326632271134	3.32185648063617	3.20266965325857	3.40082054907909	3.39175692845939	3.23127670160646	3.37565563983998	3.15988579073456	3.33989472957389	3.24481171774465	3.45372151164622	3.2342323542665
Abcg1	4.03548360804123	3.77797904963782	3.88720341157612	3.99806469072197	4.05939524767744	4.10617297914597	3.94530497757385	3.79898549122247	3.86758776606378	4.09993852766795	3.85020756635434	3.93826964891527
Abcg2	2.10687688005096	1.90905274346781	2.02514991290758	1.72118441794829	1.65977367882073	1.79445637330236	1.85141484511469	2.03438178106863	1.83819584147454	1.8915812522595	2.02406405342988	1.72529626173522
Abcg4	3.31240742326013	3.2741590666796	3.29798293837659	3.38084854398884	3.64123348654507	3.4078760572045	3.52285612018835	3.14854883645712	3.29903757644396	3.29278446393596	3.36298123999902	3.52222473370593
Abcg5	0.68952980198739	0.93413923748116	0.774095055461033	0.894380475404271	0.41629806277426	0.358801685021199	0.760678067379036	0.688967164730574	1.024882312104	0.879009252183185	0.841140652562384	0.440544123305444
Abcg8	0.467417549860096	0.33559546510531	0.612700227406634	0.548120774378383	0.222693277861282	0.347371261788279	0.282793217234042	0.298060963960752	0.629228433068193	0.335578837991777	0.435614540127828	0.47957950224375
Abhd1	3.4368242726322	3.70559349276276	3.40752772171103	2.80762629392943	3.21382846272871	3.1024914560861	3.52804410489402	3.41093173753871	3.18820158242908	3.15159302697096	3.51976897852596	3.32677695053389
Abhd10	2.71923020587002	2.7045625261256	2.39059061260177	3.01893688491991	2.48969951783844	2.7175688246705	2.71075545461994	2.83737405813676	2.66415136703661	2.75260112470868	2.68898379055646	2.57226336282351
Abhd11	2.24038958977904	2.83768446603231	2.38796643592322	2.07317709033833	2.41276085232904	2.27923196213813	2.39806634977464	2.3583614934335	2.46364941474747	2.34378144199224	2.5054078416393	2.32244043106768
Abhd12	6.5419560624823	6.44409215044816	6.45147703241204	6.58227540259956	6.34417358825206	6.4940941971202	6.41878599343572	6.57387392122962	6.48902572705386	6.51661490685872	6.4981163881413	6.39219397825475
Abhd13	3.3591633115841	3.3677370297198	3.63012099324068	3.65901112931078	3.35192500055568	3.65929340375318	3.39380112992239	3.7094035683251	3.57784421148719	3.57376764313293	3.38539435322183	3.48358423784798
Abhd14a	3.28180187403883	3.11441677924561	3.52175083468512	3.40581976453303	3.25686433675328	3.35103010986714	3.51526582313886	3.21096476641486	3.35794059122227	3.33430259617913	3.20347251128462	3.49843479677598
Abhd14b	2.80765083337646	3.0475957610523	2.23827420100288	2.72129248846037	2.46571248788347	2.68773143314609	2.78413139287712	2.47307831463074	2.62567599413033	2.78874087607987	2.67165858994693	2.59496203245137
Abhd15	3.20768247236295	3.24913869802533	3.2032552255028	3.01241794558691	3.07179968260051	3.16302986263565	3.00123217291065	3.40095431967455	3.12163938802423	3.16001412118267	3.11132459183659	3.13607576349231
Abhd16a	3.80381534702214	3.65020647742746	3.71982702082846	3.62195016649965	4.00555049419979	3.72044624909258	3.67607856572848	3.5456009048067	3.6869669950388	3.8472794630915	3.63527170258819	3.74855848572487
Abhd17a	5.61032354031331	5.48561854946833	5.58057002743491	5.47255304811575	5.5346193316502	5.51247236375342	5.66832449639938	5.44519719846191	5.48314808759125	5.61432974555993	5.7633037496745	5.27664281378287
Abhd17b	3.72367677478753	3.88049790718702	3.91208663530471	3.94859189497126	3.79620934118671	3.8211995889591	3.9243158507848	4.11096958699512	3.89849746900711	3.82886271021831	3.74669068191919	3.99164157405272
Abhd17c	3.07955354815019	3.10984008396233	3.17853477931791	2.97080254987043	3.28950260017208	2.7897855047554	3.05470931852319	2.98179391752133	3.17563323613769	3.0787994111139	3.0043465314375	3.17230480725734
Abhd18	1.91097551840719	1.90933506559082	2.01865220827058	1.88059372640453	1.8523400664197	1.80828234338476	1.87638564473331	2.14247132729701	1.9203677670415	1.79112143725436	2.02149404975129	1.88061851419978
Abhd2	5.0282800573316	4.93157588712298	4.79671230542612	4.57218111550288	4.74795249841237	4.61459917250051	4.68470162715838	4.69192599590809	4.78462585446623	4.77402369030578	4.70349430810635	4.89373156630249
Abhd3	3.02058773218427	3.02714285064838	2.93733967030262	3.26556366016202	3.03393303078598	3.20164677648874	3.16359629389779	3.46259598902339	2.95338517113851	3.08021698925529	3.08084084688143	3.0585180979468
Abhd4	4.6342309045743	4.22514356599838	4.1729526338501	4.3075989729572	4.048776014853	4.35696980932952	4.32342557941655	4.40738316340846	4.0985284234359	4.27396378422199	4.10666375428301	4.50492172742963
Abhd5	1.99885027388763	2.06001100672203	1.98341672225982	1.88244480101548	2.05785240523525	2.12757325276255	2.14407553582637	1.92689492366011	1.91051423823607	2.05773244072761	2.16677561466771	1.85833962353996
Abhd6	4.45233847141136	4.64448499575592	4.55699602067988	4.41444182478565	4.54203404305227	4.4176623827488	4.4409408429147	4.40069689250366	4.60643288142792	4.36050128468351	4.63407191979545	4.52033831849145
Abhd8	4.02768801646687	4.11752179459068	4.02234134685224	4.10855178115319	4.33146711953839	4.32499380995388	4.0408763285828	3.87729425937318	4.12473527542943	4.26681230320628	4.01856395842624	4.10333161613623
Abi1	5.02558828254485	4.86225485723634	4.97931135834107	5.11447341438471	4.82441069885955	4.93672081112933	4.91645265206204	5.0176226005612	5.00849645147242	5.01469201782026	4.94220971112137	4.90563227072548
Abi2	5.75925689539806	5.83810927037653	5.86713562498158	5.88791543248644	5.63786992449854	5.74479752614702	5.78301538774941	6.03760061547024	5.86991406109374	5.78722505176451	5.83422550816583	5.75525621000688
Abi3	3.64244278335468	3.49225144382994	3.48219595214094	3.42242840277565	3.56004946005797	3.73615195996218	3.44716599803314	3.48465654967491	3.41149210630494	3.65600084007231	3.62623407509664	3.31510258831793
Abi3bp	2.25924207399197	2.64450170107121	2.55501002395156	2.56385651181797	2.25044666751394	2.60844290685433	2.46879663028274	2.43729156516423	2.66611349588409	2.46572680594394	2.4742183115835	2.49954978972685
Abitram	3.00739186492803	3.01065707604913	3.02518910655921	3.07031620497515	3.07638141030147	3.07072605875417	2.71250709610487	3.13504879289828	3.09085156868912	2.84931016523043	3.10836084235034	3.0307844396627
Abl1	2.99710621031123	3.00357103442749	2.86109246736415	2.93135872520089	3.07796615850475	3.12854665304095	3.03373343323147	2.96168856779754	2.85792835547693	2.99679346971844	3.02329759843506	2.95799021203451
Abl2	3.43894884863913	3.55110391875633	3.70070395585018	3.61573084367638	3.62424409945101	3.6607156002446	3.6423974979649	3.62844366607417	3.63527420141619	3.57057399375152	3.54353189309307	3.68097820469934
Ablim1	4.34221827188782	4.33108126381792	4.15896706021481	4.16085307239093	4.30060393809079	4.26401360100968	4.15925367360119	4.30132676263722	4.18359471716881	4.23960740869501	4.31655864801991	4.18296992297326
Ablim2	4.65755625351175	4.76400489479539	4.54332837039414	4.62960493991177	4.62300628809056	4.87345510994965	4.79984025263666	4.49220170694272	4.59436142194913	4.78859641996676	4.80890345558254	4.46729909965575
Ablim3	3.21120773076431	3.11964405793398	3.12790936932968	3.21155078316333	3.00411552437183	3.06689740025329	3.15622469696758	2.90995616590728	3.19607838618776	2.89581272288072	3.1150619895744	3.39364373472552
Abr	5.74914565847114	5.73542708094807	5.79996257483808	5.66173822038097	5.84215457241287	5.63336478105936	5.70955589578825	5.6035190430743	5.78218013480618	5.66435125114681	5.78496076021801	5.77112326899426
Abra	0.667847944095182	1.0673224469179	0.908009594070058	0.950482682293236	0.723597297384847	0.873713457602201	1.07997821589863	0.713284311924715	1.06551732623736	1.30372945783597	0.6621938757319	0.74905464071389
Abracl	2.51252042595628	2.8435775786533	2.81124873403232	2.96562744801221	2.33353204042601	3.28169491839344	2.92380675944422	3.24341616149869	2.74374353402532	3.04797660980061	2.95442214538979	2.34049189093906
Abraxas1	2.4517180072742	2.58318198338042	2.25800200984063	2.37760109069736	2.33015238094174	2.33946677188588	2.61181196611508	2.46223461842562	2.32779031975436	2.48904695838758	2.53467786158891	2.24358721130692
Abraxas2	1.94798458552281	2.27869578966384	2.04668796662165	2.24135721890641	2.23661784522559	2.03587080198037	1.9324338016357	2.42024247446684	2.26199682654636	2.27292934919999	1.99979783719883	2.05197386906962
Abt1	1.71546459269896	1.72255382397111	2.01344813512677	1.93889440346964	1.9221666652829	1.925405076704	1.97033221385485	1.84331934233475	1.92875688432382	2.11143377412544	1.89512471096626	1.63421467745514
Abtb1	1.83503338228412	2.12750402074098	2.01495187088964	1.97057489046598	1.89946354296015	2.02722184257388	2.01315711693421	1.83927645444257	2.08502122343319	1.7834829470538	2.46437954276388	1.69722156392944
Abtb2	1.66489813225783	1.49050454535023	1.45956453128308	1.48577027073938	1.72886845182026	1.58625629800735	1.29566333191211	1.52904688433636	1.48747505551496	1.51928688688073	1.32890422472431	1.74567646813373
Acaa1a	2.81814763102062	2.97499174489006	2.70912913874856	2.76027189812003	2.8337698131744	3.09636986948468	3.26397182637379	2.8516117243676	2.62614679417923	2.93679791847664	3.02824739545115	2.73333861907056
Acaa1b	0.729135732952087	0.89492037438028	0.513030652737256	0.836550906438058	0.7568349042264	0.811260929849316	1.05464046724664	0.531094564677235	0.680745890382558	0.596715536775139	0.618796440093126	1.15390278490924
Acaa2	2.98839636639033	3.1378492339159	2.84795644474097	3.09809486222474	2.90095916871338	2.97010340560445	3.1365207251901	2.99158687766374	3.01310337169517	3.13183967141199	2.77555544861676	3.13546639412307
Acaca	3.7286246272311	3.71948566242484	3.70945290335368	3.65480616155401	3.61385910037363	3.53539670957963	3.67144913755935	3.81799908841684	3.6828156628921	3.57948890630445	3.73767955426338	3.69097436503006
Acacb	1.04807277343496	1.05350726317024	0.942592564530357	1.02579044881022	0.9231897858499	0.717312646956392	1.04447650281821	1.24284308183474	0.970973312339315	0.864869677318961	0.986803577235364	1.07202206329103
Acad10	0.9161356216182	0.767670516134429	0.995299980652839	1.05738501681967	0.921531368808998	1.02144459866165	0.90322012914428	0.741088151945394	0.997578991881515	0.892232625784559	0.967687288593448	0.946995674317861
Acad11	2.13391040447412	2.48753175517188	2.13611385876152	2.13829439533757	2.11804239589697	2.26177461805666	2.21052800920297	2.34598235123521	2.22657100829896	2.18493436959719	2.05726071538422	2.40346845135878
Acad8	2.12456138191658	2.33225070320005	1.96843331028281	1.96268617389367	2.00436538021077	2.00994582241857	2.13464003377854	2.35094074945953	1.99024439056839	1.98760274101696	2.03991717281591	2.21438555970606
Acad9	2.59087799446105	2.62991354415924	2.49144989502423	2.43987199445546	2.43664982417139	2.38217573992082	2.51950003936426	2.24888430882144	2.58529608202564	2.53520049143741	2.39736870540511	2.61360729951119
Acadl	3.9746294441969	3.59436065576907	3.30391829522636	3.481547673983	3.45223978058072	3.35627481569609	3.35292341175491	3.6719680406548	3.38207309448059	3.45881511743442	3.6554842559073	3.43475456904678
Acadm	2.57206489209586	2.90745470502211	2.73638484445322	2.38131892911609	2.41474469794854	2.68259559750252	2.88957373077873	2.63293357946349	2.60868226598289	2.7369036317798	2.60598850329227	2.63830948995391
Acads	2.1920338484634	2.05194380768865	1.88083288422282	2.06399491670638	1.64088380347049	1.86663624917718	1.7024245938577	1.8455805917522	2.09234957659496	1.92835523989765	1.87558026017576	2.00600057222073
Acadsb	3.26178765316459	3.28394473769541	3.26994367507241	3.40086089746334	3.24721435549468	3.11523866095512	3.308055695404	3.42161563636827	3.3375959074225	3.28011010808988	3.22717602714804	3.31914577853038
Acadvl	3.03918366629627	3.32521393807328	2.92548158845556	2.86321393260683	3.27955964130001	3.08479391211147	2.9921873285405	2.96455096950636	3.04042781939355	3.04053995377373	3.08633828821079	3.09986933001021
Acan	3.07630545906531	2.98771408454706	2.78898709703618	3.17445219076429	2.8923581225947	3.14958775781821	2.58417673233146	2.79751398600114	3.09158427680403	2.95105199400875	2.80960571837282	3.10141847123766
Acap2	4.74494603481381	4.7838617260473	4.78323122629751	4.84366364763501	4.82439138554903	4.84150491474142	4.83459881073595	4.94211382557621	4.76702705098718	4.8090877706797	4.83655563599727	4.75614768033373
