A151	A152	A153	B157	B158	B159	C165	C166	C168	D174	D176	D177
1700064H15Rik	0.72905256686828	2.64559172697976	3.8760483997288	0.26582668030723	0.393391050552454	0.420429833996552	3.59186918149297	0.10707694418778	2.83226381253735	2.95787755831667	1.34204700031176	1.23780912621398
1700066M21Rik	3.48979579476969	3.59030592170168	3.70043889446714	3.81819056863113	3.49494573212195	3.62658549507982	3.41532054954331	3.95510311412408	3.75972951107123	3.58205123384964	3.61513505842792	3.57605233144386
1700067K01Rik	1.24456419672094	1.06014937414189	0.663184586343187	0.524680115733009	0.865035564364772	1.18819583058728	1.04698945938055	1.00563303987014	0.460048101117864	0.954594581647334	0.723527202434506	1.10835414890292
1700086D15Rik	1.67027684014217	2.23116680890748	1.99348210990047	2.20967175113481	2.36010309139166	1.67901026645344	2.10247489025434	1.80779440639262	2.31685945639242	1.33352049491762	2.45577223978392	2.32786445954113
1700088E04Rik	3.28068151253816	2.82801863664416	2.80787013157705	2.84557491452697	3.08770895211139	3.0619557323057	3.03373779086886	3.11345762037024	2.63529518027178	3.08466992369384	2.75390272460478	3.1055920453017
1700092M07Rik	0.225925387099054	1.96281837106686	2.70585744469492	2.62259381337979	2.60303063850152	3.37927354813142	3.36720310075676	2.88309918691155	2.28050721183494	3.17325351534514	0.0546781315076732	3.68252540442076
1700094D03Rik	1.26797751859144	1.00653860285455	1.06712978374769	1.05468539546797	1.24527880078412	0.895694467928586	0.664041490480703	1.51170466780476	1.04667422324756	1.00141773139714	0.881089016495596	1.23903313025451
1700109H08Rik	2.53326557702445	2.61578618165993	2.2032317428453	2.3146816269956	2.14703299138593	2.45662447101976	2.46857143941141	2.59805590734753	2.239249428671	2.39737964973787	2.62278879936993	2.14717655694086
1700123L14Rik	1.91830963836476	2.58369937418857	2.21338697037812	1.51766421775557	1.96933962395207	1.53043776768539	2.00212217042857	1.84191711998093	2.24669639282852	1.84780887349759	1.97385308843516	2.2048669086971
1700123O20Rik	3.22934452198215	3.17074149454727	3.28789778318782	3.14452176645874	3.05009744515047	3.09428789601643	3.22264136946314	3.17557640390912	3.21787778035206	3.2718205290451	3.14996092548312	3.121172215536
1810009A15Rik	0.0671822462215779	0.437899025771308	2.09100750956099	2.701899323123	2.66189248016182	2.94225318224997	1.41193007764495	2.53799042310785	1.80372460048692	1.61998999639601	3.05539187153608	0.156242777908989
1810010H24Rik	1.2503557144942	1.23265741423815	0.76700498435402	1.29935643067614	1.21822438476766	1.3136824452965	0.720012362651096	1.30871308360167	1.10502811216006	1.28209076075369	1.40905403573011	0.630546943120282
1810013L24Rik	4.65887531199718	4.69586258712572	4.69684493205782	4.66766198953311	4.63487810169633	4.62383300584751	4.58501355806994	4.76296641590923	4.70280745231156	4.5938108978938	4.704026328446	4.66876254561947
1810020O05Rik	0.738598130930236	0.828917948123408	0.587483976455757	0.65603409830386	0.689697711108262	0.701383469376016	0.63143939796364	0.728851217553829	0.68873295952833	0.863349150763362	0.816862639345761	0.402552587646429
1810030O07Rik	2.89936637124077	3.00894183542801	3.23650046658797	3.05829539605935	2.96554940739989	2.88363714463877	2.91616324456573	3.14247691249362	3.18735994530283	2.77054735677774	2.98843219011766	3.25560717912243
1810037I17Rik	3.43044416531288	2.6569325084513	3.2954734818191	2.77925843131216	3.21418160665676	3.07232549727686	3.06353948836101	2.72489852327709	2.85694074106706	2.95091206011187	3.10133934403122	3.16893273078703
1810049J17Rik	2.79396136556572	2.67167842914554	2.74106369928391	2.75112335298921	3.31629975469484	3.2338355120384	3.35517775432364	3.05231488441544	2.41222190952538	2.91230134329659	2.91483864821711	2.96450701247062
1810055G02Rik	3.19094098085701	3.4770821839262	3.39936379112398	3.07353512019472	3.33230791462053	3.1069401557868	3.00168675958918	2.95528222216597	3.51269700809794	3.16379429386379	3.34371096361178	3.24612723193779
1810058I24Rik	2.65962564492008	2.10578452267152	2.32702254854613	2.33519378282723	1.93178060053903	2.22423273421982	2.20262219277861	2.40263455052517	2.2014643675494	2.34093251782049	2.22578308378604	2.23247655033303
2010003K11Rik	0.880680359194678	0.659633349554162	1.01275064316008	0.703589027546711	0.37472047812753	0.0927998150722759	0.52625580809064	0.429854594558261	1.03912342356266	0.555965979165482	0.806164863568008	0.611647405192807
2010106E10Rik	1.05253122953705	1.19322368019202	1.33346666098497	1.22693860615361	0.705488085819755	1.20996993374873	0.819200590043988	1.16889069957502	1.38667867282287	0.954876585546068	1.40279961033292	0.908469546043736
2010109A12Rik	0.633995738614747	0.425500517771087	0.597000172404247	0.767064522446532	0.657654806581761	0.270894235586655	0.255124003385606	0.3457939025068	0.81749492324166	0.580695475317984	0.574274883658707	0.458194926211383
2010300C02Rik	4.73692008536229	4.70969824383547	4.93358500422026	4.69187623636422	5.03720748905454	4.76815222643053	4.87859785899452	4.53088073901286	4.83237738380674	4.81537456628752	4.90558669883646	4.74429427244656
2010315B03Rik	2.31782116290204	2.3341985435658	2.14416799548142	2.17440945764216	2.42775040763969	2.17340069384655	1.92044596932898	2.38673984205068	2.26583360174392	2.40872565096677	2.14750843213526	2.1148220639572
2200002D01Rik	3.2324446476411	2.81363624385624	2.92883091694899	3.25944472369788	2.92708079727881	2.78632604980627	3.0365398962533	2.70487133629045	3.08224450894162	3.00633801493726	3.1001427580768	2.92140518742427
2210016F16Rik	1.50145658357046	1.20040441510175	1.43502566860745	1.58185566495012	1.48136331057754	1.58759245313297	1.28918097829535	1.35349597981591	1.44269432564156	1.59515919900256	1.19060122668764	1.51549075108475
2210016L21Rik	4.18619014341599	4.13240618816902	4.23251737150007	4.21201648587219	4.4033018302774	4.25269785367902	4.08954489629953	4.08431771611569	4.24922823053268	4.18694465796524	4.0957374246131	4.3597112328579
2210407C18Rik	1.04984745086661	0.555328924233884	0.858646404168455	0.571629585302746	0.416794635834495	1.0341036139547	0.271825625577403	0.0509210219393382	0.776962643264046	0.333210569367816	0.882792738029332	0.849547294666912
2210408I21Rik	2.91741560583212	2.84011605446268	2.82467023902096	3.1483077971165	2.72912585295619	2.93035806975307	2.98152083266369	3.1766220842083	2.87653101330402	2.93924494281548	3.00115872161804	2.76413301092781
2300009A05Rik	2.67907004666834	2.26713795879759	2.05326797829058	2.59463034459339	2.26449894524548	2.20221787490693	2.81262391577138	2.66808799701839	2.07379754641608	2.57696043488682	2.14951529061206	2.48154614486835
2310009B15Rik	1.64194624774847	1.58921883411221	1.43974176726384	1.66708029512513	1.77184694976074	1.07496521116352	1.69999216959852	1.27491220809341	1.65818805735187	1.32331253572272	1.70861773985793	1.68674412557859
2310011J03Rik	3.37557436154072	2.9749175987554	3.03670987413381	3.13553237029692	3.13413993203753	3.01893231102184	3.29077776839662	3.02162278480437	2.97340481926142	3.19366702699196	3.03339137212678	3.19096060588835
2310022A10Rik	2.48358950473954	2.47298432482206	2.42462027697239	2.29230286211446	2.51478542722614	2.37506609245073	2.53235057788989	2.14898525328191	2.39781931367504	2.28076416548365	2.43790173850805	2.61904700090979
2310022B05Rik	4.32507731533781	4.13901092365536	4.12359674861777	4.2293902933779	4.14479183680264	4.22136379992616	4.23575661829198	4.0232822539834	4.1614992214971	4.35213824898266	3.82399489060502	4.44394467680658
2310030G06Rik	1.10069738403321	0.911505133940842	1.10370713616462	0.93310452261531	0.865998901677006	1.29861264613128	0.944159404000621	0.512843478799392	1.0330618037771	0.960161350510771	1.05903239618066	1.03951118727154
2310033P09Rik	2.42009575431605	2.00718546603232	2.61909884562134	2.57750729911579	2.39759355904969	2.22133286505164	2.90463097168523	2.17555092458768	2.3859669656157	2.49078857940118	2.35718173259068	2.48718064539179
2310034G01Rik	1.01575059429918	1.30677212871627	0.982811010064988	1.00986197727623	1.23344282038074	1.32623249143527	1.02638475889448	1.34323340796906	1.02046890201163	1.09050155018064	1.00151271963266	1.25775853137772
2310039H08Rik	1.2730206723998	0.927223504281318	0.357662573803987	1.00556340795438	0.938897353017467	0.284938134897248	0.644656310524325	0.966312426399665	0.779780884423575	1.05447942634423	0.740499367815798	0.620813704882071
2310057M21Rik	1.94922653249209	1.81347213398345	1.9787924630197	1.91171864125634	1.87997866171104	1.87880137906427	1.81834098613263	1.90889030923004	1.92997957753873	1.92639962046019	1.87751180031949	1.87809440097013
2310061I04Rik	4.17570563391269	4.2286230685063	4.18930416663671	4.28827475781514	4.20765391547789	4.15106072601459	4.36070383774639	4.11091065747612	4.24721803323724	4.18232085618416	4.15302831432185	4.35279517352666
2410002F23Rik	3.30583924465109	3.32528566416714	3.29645126259793	3.2123087388161	3.29065385895928	3.26943445233564	3.21958593230877	3.20994066297157	3.31057903383242	3.38290430060902	3.31879790256003	3.13883999947574
2410004B18Rik	2.95741365672017	2.72422593693718	2.96393328124313	2.70070178809322	2.79094525536514	2.91560494409415	2.84582888130029	2.97626944808957	2.70347490285351	2.73399033294712	2.95059248090171	2.82632333987958
2410131K14Rik	2.91607910305711	2.7890889725979	2.54937057327576	2.60276397915742	2.54859663427573	2.64423540869137	2.54994748304015	2.5932421494494	2.64352737315162	2.75299473477001	2.58999840627524	2.66873594680184
2410137M14Rik	0.882261072823269	0.927778377891944	1.01853951878365	1.09106875867122	0.67986371313177	1.19730163571128	0.321960926332781	0.589591764387506	1.28171428655594	1.02863060642092	0.974137447145072	0.658412757649698
2510002D24Rik	2.68544227528351	3.00651956688086	2.71885852718219	2.9072931470438	2.56449806281902	3.02922198070421	2.824650295343	2.72642487121016	2.87342817393341	2.47891204703755	3.10997807266011	2.83885656727755
2510009E07Rik	3.83437291810104	3.77562164523311	3.76143646935643	3.68612142313932	3.49437686454225	3.69888506072475	3.69895303163474	3.91483308131972	3.70208737440787	3.82623854557083	3.69887573598545	3.61972633031214
2510039O18Rik	2.78875127669759	2.81036850638171	3.03213546362537	2.8403276814132	3.07320197071967	2.70304999653018	2.85982347483694	2.97426648786631	2.94708147406199	2.91258121757088	2.96267088909004	2.75769296558529
2610001J05Rik	2.43786946772081	2.04671041460471	2.16374541608853	2.32375400050345	2.22362751785515	2.22324056820779	2.25783667319996	2.10058865473672	2.15757767342715	2.31579992108281	2.18852374224442	2.21205056012959
2610002M06Rik	3.79175101946894	3.84953312993651	3.97692371443824	3.90520556072191	3.83595526686979	3.95824746742074	3.89790988000805	4.17506562661193	3.8647686651598	3.93246186931329	3.82460349169495	3.88565592005782
2610008E11Rik	2.71763961722864	2.54204255359839	2.63758238615221	2.77196727745787	2.62408224764851	2.59777955591736	2.6581464209317	2.71384313839305	2.64887525756605	2.71961647731739	2.66894527289058	2.56137570773928
2610021A01Rik	3.33170466970676	3.13093013640347	3.18871546044469	3.40301922559681	3.0869036205954	3.2958561716103	3.34233710170651	3.38834578949251	3.17133055495079	3.35896989478698	3.2583415374973	3.12385130510317
2610028H24Rik	0.629234226258065	0.544667316534763	0.79053481220729	0.469678080252756	0.986374515773956	0.967354909774046	0.353110643313932	0.205917988568591	0.741171237570866	1.00353063927974	0.523405171671205	0.50077522559953
2610044O15Rik8	2.56346322130078	2.55114910483138	2.78393704727736	2.73297461621347	2.52740056518869	2.92609979008409	2.55671867606758	3.1309048318816	2.60735909941575	2.69242553961445	2.8335521971303	2.40785781493377
2610301B20Rik	3.8748554510491	3.49826950296951	3.8551525048241	3.94683693814436	3.58693326893792	3.98444024186641	3.78189054650711	4.20463454031094	3.63151982090485	3.76806547310037	3.66050282519098	3.8864754707912
2610507B11Rik	5.20799269096122	5.16769497987698	5.0866792058074	5.06168385233352	5.10252487212608	5.17201189135756	5.09235908099793	5.01575213909485	5.09927541923586	5.10579091050021	5.10279580297982	5.17974345260971
2700049A03Rik	2.38168065006766	2.25390675282915	2.24570226056986	2.39173302300437	1.9256647680782	2.48653842576776	2.30886316485066	2.43832286248956	2.19836416685321	2.13399980613158	2.31136673662488	2.37960998548213
2700062C07Rik	2.89187131235455	2.8750815277365	3.12376263862295	3.34260476611505	2.76829676044405	2.95223237775983	2.900424112961	3.36920501550341	3.15242018627065	2.69664135910936	3.02580602387787	3.2071678419402
2700081O15Rik	2.54860097890621	2.83198300167799	2.65191562007553	2.52464286669875	2.63301826591145	2.72097815521976	2.53738977880688	2.68459104173793	2.69555096756081	2.73107964033567	2.74096652886182	2.44288788207976
2700097O09Rik	1.55672554440588	1.56060023595057	1.81418675474936	1.42037951226858	1.32367323548146	1.6456873632512	1.50804698444825	1.86410949080402	1.54634633341257	1.49801218369576	1.66963920917507	1.47593690441284
2810004N23Rik	1.95008749089565	1.8207096402383	2.00857989876817	2.01856057507216	1.82422215624594	2.03821219403622	1.91734692077349	1.8343518780976	1.9797839005581	1.98917387334602	1.79739281261536	2.02891975360851
2810006K23Rik	2.10276264542323	1.80797411102107	1.94569920966158	1.96908799519651	1.39010368752624	1.91737727725415	1.54128954566398	2.205278263349	1.9018647957027	1.84865042316393	2.01226584386746	1.60170722724113
2810021J22Rik	1.43902270821844	1.52319989701025	2.05952338881396	1.73049142469724	1.86448167413933	2.02444589793308	1.81600682442777	1.83274357503063	1.77290042574121	1.82708781033854	1.75638285833972	1.69029409873903
2810459M11Rik	2.39459691934707	2.05698444622026	2.45254692628359	2.15444837029906	2.34169062877172	2.3433871553652	2.1859710749413	2.34952229149695	2.18237444811661	2.25200484001958	1.96609475650373	2.60464953137474
2900026A02Rik	3.41065207360372	3.35428546319902	3.58286924326475	3.34890847430932	3.39670868091766	3.22995998195487	3.37767795624501	3.31234443931636	3.51300318511045	3.452359531244	3.57178026567208	3.1733478549652
3110001I22Rik	1.80940808420067	2.00402937154239	2.11220663219661	1.68177719425847	1.82868654964036	1.95678359197287	1.99320618777879	1.91341082189737	1.93588232767635	2.16005401857736	1.76071621260548	1.83556314046992
3110009E18Rik	0.442545251166099	0.630807812396277	0.942103407686998	0.295987462458264	0.84777975226123	0.384277718633098	0.868473632077179	0.703734789039518	0.623849608675982	0.865764842336389	0.227591262220218	0.832310525325075
3110021N24Rik	4.2427643845607	3.90372853919199	4.22562723530817	4.38559420259645	4.04961236445131	4.3110495312816	4.09823500023182	4.28131940708112	4.16277195179359	4.27968415435705	4.24312302343119	3.96931793575019
3110040N11Rik	2.21072338721569	2.2408860068729	2.30564901197999	2.38004609235086	2.290842211104	2.20287615747293	2.32725062526641	2.37568276352338	2.31982172345924	2.2240650347577	1.87557731216009	2.74501411587863
3110082I17Rik	1.33405208750421	1.81034520431727	1.82756681015959	1.17400273861	1.96784124412628	1.51848301549064	1.91866784265688	1.43216174688108	1.60041829008864	1.65175749643585	1.55915859871555	1.74569946006686
3110082J24Rik	1.53493768586898	1.94012461673598	1.78570959664735	1.52389314083459	2.11117469870026	1.23410636289914	1.2169036973443	1.65028014254495	2.00769109924933	1.41760584767223	1.93735247187176	1.60384033859908
3300002I08Rik	1.45840386578497	1.23241449812022	1.8826387745852	1.32593040329255	1.5143831645826	1.47373095959305	1.63951139224592	1.88977337336945	1.36778612745952	1.421953884303	1.45372108259226	1.61145737012015
3830406C13Rik	2.53083569144571	2.33156675126908	2.4556839731898	2.44040203844889	2.38562067681986	2.37746732014822	2.47172651453851	2.73338399127517	2.31505626101981	2.41082227590062	2.43248707326722	2.42958030634466
4430402I18Rik	3.61015141294236	3.60490477183375	3.85960250196985	3.61466673520772	3.65777954055155	3.6612109420012	3.60540826741349	3.6250681931717	3.74419452412744	3.52067558469088	3.71803027966965	3.74725038090763
4833420G17Rik	3.16279820870569	3.26593560265131	3.05017434863057	3.25538875798358	3.2548299391103	3.16583112760529	3.35412002830128	3.09343715611446	3.17321830055551	3.23872410432127	3.24027525109322	3.15659769751305
4833439L19Rik	5.44974715459821	5.47505927576948	5.57810976784697	5.60983612590037	5.39546163030117	5.5846582332809	5.61680012043619	5.63189051402049	5.52577227505978	5.50809894010012	5.512636769429	5.54947108237111
4921507P07Rik	1.32030544108113	1.56386344582665	1.270807094712	0.866576926619119	1.03722420215372	1.67210129426195	1.33188551228613	1.6432698259288	0.989281044851958	1.25871427929445	1.367125886382	1.21260988973433
4921524J17Rik	2.85507860103481	3.00281573885676	3.06437032387365	2.66948972045884	2.89177277619558	3.09510986589396	2.85164941670518	2.81460245382611	2.90679735442755	2.75652434277375	3.01786001521794	2.97384708025221
