ad_10m_wt_10m	ad_10m_ad_3m	ad_10m_wt_3m	wt_10m_ad_3m	wt_10m_wt_3m	ad_3m_wt_3m
2310022B05Rik	0.990564423718537	0.892485092575673	0.968320833456697	0.755055805102574	0.998581676351848	0.670567354224613
2310030G06Rik	0.99999998962722	0.744934786589971	0.999994785228727	0.746533325618611	0.999996515262328	0.757579573115896
2310033P09Rik	0.89103980524396	0.641515598507749	0.954666009118351	0.957895080868967	0.996953857459152	0.896233506270388
2310034G01Rik	0.240378706374399	0.998111979168473	0.197411148358571	0.191658854750622	0.998747842075143	0.156604323611074
2310039H08Rik	0.988456235538361	0.99943974270046	0.834431355554402	0.996875590124018	0.950444434472227	0.883701034877299
2310057M21Rik	0.0185391866960267	0.0543992640430682	0.00542811835000112	0.862416721194219	0.780480294059245	0.370985530990573
2310061I04Rik	0.613139471740624	0.117823373803274	0.825756326114704	0.565648805429551	0.977493098086971	0.366928586364302
2410002F23Rik	0.774297740700028	0.8627876032768	0.307156915435251	0.997594880720569	0.795290213141759	0.697033849750478
2410004B18Rik	0.997552037456407	0.679620736053273	0.638593088714423	0.576108876777955	0.741149443046751	0.166600173315723
2410131K14Rik	0.370333026598186	0.0400212322320994	0.911014512380847	0.414291567531819	0.15803491399345	0.0163078647885793
2410137M14Rik	0.590977952855296	0.604101102862539	0.753888333736873	0.999994884019722	0.990452813702627	0.992516502896289
2510002D24Rik	0.995592297457554	0.999951568571633	0.959323249012929	0.997890657766026	0.993106920439295	0.969852748373519
2510009E07Rik	0.813240735614743	0.99987075448155	0.7092015412087	0.778394769540938	0.275730294141795	0.746809247993516
2510039O18Rik	0.986851492394483	0.985123547467557	0.997760508788594	0.999998840707951	0.998725498974845	0.998323506815626
2610001J05Rik	0.890197566483861	0.996192460599762	0.992921742629757	0.957897447023354	0.968781696983705	0.999949682549403
2610002M06Rik	0.939625317476416	0.932219508892785	0.954118356729381	0.999993922074947	0.99993746550516	0.999805880791605
2610008E11Rik	0.729089501451685	0.455467627704871	0.960840292432385	0.95625945892808	0.940197950349797	0.718330285018043
2610021A01Rik	0.338004954121656	0.681384663985771	0.350024753706273	0.904945386185413	0.999990759026362	0.915124048979747
2610028H24Rik	0.0977500785921258	0.941750814240811	0.205040848677725	0.211277910728073	0.947865472202782	0.413693027484167
2610044O15Rik8	0.676015112614028	0.639576427872018	0.901714248440653	0.999892223956624	0.965348585945455	0.950128287351336
2610301B20Rik	0.998118579800592	0.954335683760708	0.944510396952882	0.985402642690213	0.980259127757358	0.99997890502279
2610507B11Rik	0.974796935356614	0.454433298767018	0.920052110585227	0.678340793420664	0.731954634656698	0.208661418821033
2700049A03Rik	0.896368638026943	0.807072877544037	0.782416920835951	0.996835870943343	0.994010836434686	0.999954455761181
2700062C07Rik	0.951477515377271	0.627046565085769	0.996227803562586	0.89120916574996	0.98917679555006	0.74574576176504
2700081O15Rik	0.0782642866182273	0.0588115795044372	0.0320053892419406	0.99682469954046	0.917263645271217	0.970829962305308
2700097O09Rik	0.247160778480576	0.0122129944575859	0.0281831181599067	0.207532265211184	0.44833441968399	0.922755529910111
2810004N23Rik	0.239944478052006	0.627188828921352	0.319699036576546	0.83242052088399	0.995697138011952	0.922850972037129
2810006K23Rik	0.997612025861635	0.976755615335544	0.639461955997291	0.996091166126658	0.741152563732624	0.849656404156092
2810021J22Rik	0.643464928946844	0.99913976916229	0.980933894063881	0.570752887654358	0.840645852636746	0.955796394150175
2810459M11Rik	0.141093898933972	0.0592362309573623	0.158650367076676	0.923806839291985	0.999761687364227	0.893587246532846
2900026A02Rik	0.786869852225097	0.283848503692346	0.267669270969486	0.750130736633553	0.725427175648232	0.999962511181887
3110001I22Rik	0.113032570001457	0.133262579464222	0.0127721274587949	0.999364403970118	0.441888088879075	0.38603904036546
3110009E18Rik	0.986223234922684	0.974199749550016	0.968064438572737	0.874355077780736	0.860389494557268	0.999986269907713
3110021N24Rik	0.155925366176773	0.460660205403302	0.428846777096563	0.827334138768529	0.856810957929243	0.99989634082997
3110040N11Rik	0.991253425623489	0.969778100655794	0.976787449797007	0.998579484423577	0.999407609302798	0.999976388648518
3110082I17Rik	0.37363712654793	0.667071542264824	0.562315523856833	0.940357785006415	0.980768329527433	0.997450878745936
3110082J24Rik	0.820421464223978	0.608090280619298	0.984197690710345	0.977828350014499	0.952125243946696	0.798756782669399
3300002I08Rik	0.758126967155283	0.998509594963066	0.935365340654168	0.672353499057053	0.974864176504393	0.87972087636629
3830406C13Rik	0.385144443729482	0.968907614818293	0.508685875717876	0.615022802057084	0.99406592337746	0.753326575981138
4430402I18Rik	0.283703864548581	0.54557708430022	0.0867399009060253	0.939016656036292	0.821065076948472	0.513884672215161
4833420G17Rik	0.427788534087294	0.299103172347698	0.867993412160073	0.990093839739098	0.834530745120243	0.678548774518401
4833439L19Rik	0.929126299142527	0.790455152796227	0.608859459967002	0.464686722593366	0.908476786359055	0.205026151454307
4921507P07Rik	0.943221171510601	0.998998229310234	0.416872653095802	0.97425828201434	0.713528758304136	0.485256157021733
4921524J17Rik	0.121662679156644	0.254124002955711	0.0298120609862916	0.94616869655554	0.753162832944575	0.458038940637667
4921539E11Rik	0.966310416680864	0.96091145284382	0.381272358956492	0.999993823124786	0.213625904508226	0.206573457036315
4930402H24Rik	0.935329361551972	0.991688008164759	0.997902090637211	0.989953074418048	0.871746895785119	0.966454871673565
4930404H24Rik	0.913091940056247	0.92331220897119	0.15365775914082	0.99998917253247	0.0617883910073923	0.0644842000526643
4930404N11Rik	0.852784089042005	0.868413596459041	0.997218584467162	0.447867046433884	0.927258152804759	0.776295150677717
4930415O20Rik	0.250406128974606	0.480498567824923	0.0249972673541278	0.946222210811156	0.4014931598229	0.202376245656996
4930430F08Rik	0.546831504556237	0.991612927554113	0.715799539039062	0.703410010162488	0.989506017365673	0.857581968042758
4930432K21Rik	0.989697015473085	0.998961643519652	0.923145447652847	0.998320776011818	0.988154698326982	0.961394459032282
4930447A16Rik	0.999999180700921	0.334936275177486	0.534491586273786	0.340222644800447	0.541418885855151	0.974435701688995
4930447C04Rik	0.923163991794219	0.980324768932991	0.983302212363035	0.994683512657583	0.76658574685123	0.880432944262988
4930452B06Rik	0.95453651753641	0.99905548327359	0.782323000735339	0.980783452312291	0.970471201154098	0.847654769176149
4930453N24Rik	0.651475186729223	0.88163370174936	0.778058037532028	0.966964923439458	0.99523388772535	0.995829243753859
4930455H04Rik	0.169532314720537	0.865511365248138	0.302087734019143	0.448958249348648	0.970241413283922	0.686171736711147
4930467E23Rik	0.997417426139711	0.986142787558093	0.434410302233805	0.99879635708377	0.531734270837895	0.612136540075835
4930503L19Rik	0.990955501336441	0.974340950229552	0.986038866706616	0.892796859612115	0.999960383664123	0.874048669326998
4930505A04Rik	0.794528112353784	0.0626179834846537	0.477425998554252	0.22532586734674	0.934320572975436	0.460836764782524
4930522L14Rik	0.479099074659533	0.995279707229434	0.934092771636685	0.60417886686332	0.796549119787066	0.983856079118428
4930548H24Rik	0.936245276675435	0.783244122947885	0.999983314251712	0.981941537147653	0.925442893487572	0.765081171577551
4930556J24Rik	0.183363344291646	0.814790500722516	0.107862935343843	0.536371453552598	0.979591426002563	0.349571294978425
4930563E22Rik	0.526335467171041	0.527350737992323	0.0954342314361349	0.999999997360042	0.569931424981225	0.568889963854119
4930563M21Rik	0.997035478005492	0.797510201088559	0.911062550919335	0.692007365827646	0.828617972257043	0.993254632579905
4930578G10Rik	0.73529851762658	0.959186881454179	0.796726221230679	0.945417352654969	0.99937353884056	0.972105441048321
4930579G24Rik	0.391177520139859	0.931214327682307	0.887030926506306	0.183049476057549	0.773036610316746	0.580983717426981
4930590J08Rik	0.0241077638479247	0.0689799534457023	0.00583726252205419	0.873057126854125	0.708419373368949	0.324747362994367
4930595D18Rik	0.944968736731373	0.998231486224057	0.979521816155909	0.979986571607512	0.998326917528843	0.996078854774351
4931406C07Rik	0.359350877035192	0.990219124053804	0.635095418811472	0.502533297409632	0.947120981498407	0.796118802094756
4931406P16Rik	0.952055449227403	0.996008362160769	0.932554443653163	0.879207983781798	0.694668550253237	0.981398902890109
4931414P19Rik	0.949164421917274	0.996374319364201	0.855197521579562	0.987923245308013	0.573945216666138	0.750728262494889
4931422A03Rik	0.73058715368782	0.994648591374081	0.951024493981514	0.851847343376909	0.951949558301336	0.991568122765669
4931428F04Rik	0.923277004873575	0.996245546458864	0.999952869920113	0.83775814447967	0.90624318348042	0.998274135567107
4932438A13Rik	0.980787571897171	0.0701006288049226	0.353524495076697	0.118885449362852	0.537062999043495	0.646061216697675
4932438H23Rik	0.999999212184234	0.999995705576415	0.582992539422913	0.99998344509554	0.576002321439191	0.595339353885962
4933402D24Rik	0.987927216562003	0.937170101646418	0.997036956049084	0.993730575881221	0.999304753798969	0.980589867178091
4933405L10Rik	0.00793403966567097	0.0149923621092121	0.012443425783897	0.959548172727849	0.984538402144068	0.998919096255511
4933405O20Rik	0.823380220921278	0.299561291087634	0.999991495716189	0.733386583771138	0.809817347353979	0.2891683215881
4933407L21Rik	0.230565315702886	0.985930748241031	0.147777697909979	0.353441567836561	0.986914629974785	0.233117582874469
4933417A18Rik	0.791931944769568	0.478881754821728	0.996613294612008	0.148316982688997	0.886438932804533	0.378978213195769
4933424G06Rik	0.154463278340749	0.0779888496008745	0.195695050386	0.959686443983481	0.997993528568264	0.908767340836959
4933428G20Rik	0.561999581035903	0.999997032208184	0.998808954532954	0.572818732031333	0.642981924824352	0.999227267572015
4933434E20Rik	0.999906323089738	0.899311950858762	0.80657920516929	0.874709027789731	0.775033573889408	0.996411778107662
5031439G07Rik	0.848633693632961	0.203552580067181	0.175645512071783	0.53925118049358	0.481548201363409	0.999497846634889
5330417C22Rik	0.00553416515165384	0.00840908711761112	0.00409187434718272	0.986396172466791	0.994272335204568	0.93547811262337
5430403G16Rik	0.999492909810789	0.999816521621263	0.964836890663153	0.997486023900278	0.9372762020721	0.979033215129273
5430427O19Rik	0.00951808469247506	0.0165176451619899	0.0168767764619195	0.973663350068619	0.970719773953434	0.999998384265659
5530401A14Rik	0.851527050813888	0.137254149326848	0.912858461987184	0.391005695788008	0.998610946910918	0.325141625098882
5730409E04Rik	0.802277380793623	0.999980969814939	0.65741686372666	0.820198882132162	0.237365715635838	0.636959514293766
5730455P16Rik	0.521908549714034	0.98448604264049	0.980141528180049	0.714617588366541	0.731695381151562	0.999988014647672
5730480H06Rik	0.0176469829892054	0.0523382170455203	0.00890094056917412	0.85840824115991	0.951861804371513	0.583778211469864
5730507C01Rik	0.999960102347741	0.999923420286152	0.737242879016495	0.999551793289617	0.762197173056256	0.705511832452613
5730522E02Rik	0.374683247924214	0.00652250066863569	0.0483969556919347	0.0662076785498752	0.476511442800991	0.481915235823977
6030458C11Rik	0.935135163954647	0.929928280822745	0.639440330252448	0.999998058677036	0.920570788733497	0.926143238232392
6330403K07Rik	0.900204674598592	0.856204598219918	0.983103423327567	0.492323986477155	0.987152932433788	0.671397562665166
6330409D20Rik	0.12230609694939	0.535909923039381	0.0296827389119118	0.658616998080886	0.749473312652667	0.207891469701879
6430548M08Rik	0.508779375158394	0.999775908635626	0.257890291199673	0.553565535168322	0.937372382066876	0.286973554245335
6430550D23Rik	0.171935752318728	0.0840362556784227	0.0747903945751767	0.953694620244593	0.93067822571984	0.99978075105729
6430571L13Rik	0.565035081777399	0.972355397271051	0.662093613173453	0.797920370119816	0.997968787486515	0.877982596993295
6720489N17Rik	0.0672001687325502	0.99971042209585	0.208439428200389	0.0763724832793862	0.846680499602027	0.235099633350948
6820408C15Rik	0.901829793570834	0.976561030071326	0.354338206822583	0.991907145862067	0.707595373926816	0.552837453734105
8030462N17Rik	0.475752005198602	0.940281616982882	0.952760425093096	0.782508318896304	0.758208105455355	0.999960601878216
9030025P20Rik	0.426547960968364	0.720081673426238	0.123271909542836	0.945474268272231	0.777440651489961	0.480285647441882
9030624G23Rik	0.103580970715239	0.920163964856052	0.407413362848029	0.244804300423076	0.732865731885701	0.74361701001887
9130019O22Rik	0.795961637911347	0.178114209940897	0.00585730436795029	0.0491434345066252	0.0193334503690656	0.000464202721015106
9130023H24Rik	0.914677896907029	0.0562897744443621	0.178154740097296	0.139346149504758	0.405364005733554	0.842407311075299
9130401M01Rik	0.26279809948384	0.893620795229267	0.997720980167342	0.10081478946888	0.33031340616278	0.813964751705721
9330159F19Rik	0.033425777256057	0.00758496391770003	0.0160896582277414	0.69273631663456	0.947876890282705	0.936360794845281
9330182L06Rik	0.9998673836366	0.674325758619909	0.88816971785189	0.713002248785538	0.91406226092658	0.971730071457275
9430015G10Rik	0.281992253364088	0.100255269710738	0.0734893484155899	0.869827732515815	0.764123849249753	0.995927774568654
9430069I07Rik	0.983859789534825	0.998022047918433	0.972756864673335	0.950569057470352	0.862905270278333	0.993971058627403
9530068E07Rik	0.259544820587292	0.592173112033146	0.873940747927156	0.88594777659441	0.608584102091684	0.946333760520002
9530077C05Rik	0.980096386267513	0.102304923741261	0.990222904597802	0.173405242254748	0.903235969019804	0.0673050133263261
9630041A04Rik	0.827818564206396	0.725242951481848	0.722891496573863	0.996965689899933	0.996767347316884	0.999999968650482
9930021J03Rik	0.147444582620529	0.0141077902503446	0.0391711422713954	0.387107920431	0.783646009486308	0.875075550069898
9930022D16Rik	0.20278886239766	0.885775775833028	0.348626811938447	0.491331044007857	0.973225836182692	0.723114086495391
9930104L06Rik	0.877891264976596	0.999799136042027	0.538736749712172	0.908735868189091	0.913334812429836	0.582704669404216
9930111J21Rik1	0.355221452420313	0.89756537035286	0.75178394982703	0.714988632294105	0.870323076877713	0.988630693568111
9930111J21Rik2	0.00455397982264172	0.00280610033715623	0.00308104459341318	0.975844406129574	0.987093149195267	0.99980166918297
A130010J15Rik	0.966098392198749	0.939982688909726	0.996775950692381	0.999537217488636	0.908547959567557	0.866852337079845
A1cf	0.764341987650271	0.709761570255516	0.452537342239732	0.243743701715127	0.937124966826238	0.11122718155993
A2m	0.000937925752556357	0.00118931283429224	0.00587088632784871	0.995733105769136	0.428622381631634	0.544207637531067
A2ml1	0.737102922564431	0.986960436543802	0.253082084874714	0.892894231548746	0.753048921948762	0.380750684126123
A330070K13Rik	0.816239569963276	0.977638365729373	0.960414877488944	0.960848604161529	0.977946327200938	0.999723907957196
A430005L14Rik	0.818373508177892	0.276742201107546	0.816032808540557	0.704965582129098	0.999999956136389	0.707623900081075
A430033K04Rik	0.137041585498837	0.302668174614582	0.179451707258684	0.931379749621399	0.997117786340205	0.977327555100751
A4galt	0.984817887204801	0.896955719066937	0.996300003700847	0.73324195955751	0.99910103877826	0.802382711333347
A4gnt	0.15090119959287	0.999613469424981	0.999965888147541	0.17306926269651	0.160412807566379	0.999933546675544
A530016L24Rik	0.724633015850882	0.920274369887254	0.387996374136875	0.972280870255064	0.91784305850467	0.720684631529802
A530084C06Rik	0.0993269359528255	0.869154836290688	0.12153885771385	0.280189404817592	0.998848337515041	0.335514482129471
A630001G21Rik	0.0275623199452431	0.0143935138291121	0.0295900706523394	0.96148889133461	0.999946781884724	0.94903376363947
A630089N07Rik	0.999525602089797	0.94136686362176	0.97903557938417	0.967273002808807	0.991765622223544	0.998010408874075
A630095N17Rik	0.999542195916021	0.944082985987351	0.998138302449092	0.910848889051512	0.992204916448443	0.979936412697901
A730009L09Rik	0.0538351956273867	0.138176307885636	0.0066001160653687	0.905612855089555	0.448313074207489	0.194136648421372
A730071L15Rik	0.984857485260397	0.771958129459467	0.495878499827217	0.922619434235946	0.685837272956103	0.955867957871368
A830005F24Rik	0.997232586653103	0.964077807346919	0.844286570592082	0.908768193463179	0.921034933648391	0.595332186066066
A830018L16Rik	0.718492645563606	0.971671397809282	0.987540926517313	0.482519361056124	0.877177281062292	0.873273142640026
A830031A19Rik	0.187902832003172	0.96866392651962	0.99999636068055	0.101302707609048	0.18261491704403	0.972647956865184
A930004D18Rik	0.879510367473212	0.855637935823065	0.939327545206043	0.464453978644113	0.998077439810646	0.554805338906375
A930007A09Rik	0.982957510032403	0.147445799277445	0.999814831267779	0.0891238450601021	0.9916073606445	0.132314976553775
A930033H14Rik	0.245316099860893	0.455307791642231	0.0454431590494978	0.954897489707806	0.635906757592269	0.373313650129425
AA467197	0.851182531949715	0.921113941248663	0.139962479333452	0.9978224414151	0.397835452737876	0.321071784119772
AA986860	0.968064716543091	0.923107589247651	0.999354779585849	0.717271476431133	0.986666020195085	0.879405799467917
AB124611	0.990730738360562	0.902095034911181	0.999844927829471	0.978802223238726	0.98223127868663	0.873073240617251
AI182371	0.112132194468942	0.0179809713635386	0.160040481832724	0.580383834544228	0.993663200056621	0.445140292532938
AI413582	0.40947934256515	0.443121707969019	0.239047291274282	0.99986803732987	0.970969930256027	0.956044734655896
AI429214	0.956647114988662	0.98372918604558	0.768896983329335	0.827528685906175	0.963443320094708	0.573751941119551
AI593442	0.939577208292183	0.95632027461757	0.99529393666722	0.999899899452882	0.986162256718972	0.992498951531681
AI597479	0.934367814737629	0.975661846529077	0.85048873289796	0.75883356303946	0.995846752652414	0.63682877851267
AI837181	0.48563804069416	0.969749500445136	0.620475474509291	0.727321722494577	0.994219518642265	0.852032837672751
AI854703	0.962040071597472	0.288178163813966	0.72098130512157	0.152483665934836	0.934251006494155	0.0672056830648892
AI987944	0.990881220707961	0.999992445827197	0.393642383548778	0.993135662356714	0.53988054661109	0.406099679589964
AK157302	0.240874931840244	0.0973287411019751	0.518984791134011	0.909148779446878	0.91452072108969	0.585241082917103
